task,audio_path,speaker_id,split,prompt,gold_response,prediction,gold_value,predicted_value,is_exact_match,is_value_correct,is_incorrect,ecapa_raw_pca_x,ecapa_raw_pca_y,gender,age,ethnicity,ecapa_raw_tsne_x,ecapa_raw_tsne_y,ecapa_mapper_pca_x,ecapa_mapper_pca_y,ecapa_mapper_tsne_x,ecapa_mapper_tsne_y,gold_value_resolved,is_value_correct_resolved,is_incorrect_resolved,embedding_family,hidden_layer,pooling,text_decoder,sid_prefix_length,prompt_token_length,device_used,x,y
gender,ears_dataset_processed/test/p102/rainbow_08_fast_0_160000.wav,p102,test,What is the speaker's gender inferred from their speech characteristics?,The speaker's gender is male.,The speaker's gender is inferred to be male based on their vocal traits. ,male,male,0,1,0,4.2019105,0.24267583,male,26-35,white or caucasian,62.550568,-18.83382,6.436038,-9.117358,22.118942,-10.044458,male,1,0,gpt2_in_lm_hidden,final,last_input,gpt2,40,10,cuda:0,30.112255,-40.491436
gender,ears_dataset_processed/test/p102/rainbow_08_highpitch_0_160000.wav,p102,test,What is the speaker's gender inferred from their speech characteristics?,The speaker's gender is male.,The speaker's gender is inferred to be male based on their vocal characteristics. ,male,male,0,1,0,0.82344604,-5.0324616,male,26-35,white or caucasian,-11.810258,-41.944237,-42.74886,-17.327677,-60.329506,-20.695917,male,1,0,gpt2_in_lm_hidden,final,last_input,gpt2,40,10,cuda:0,-19.27589,-16.416328
gender,ears_dataset_processed/test/p102/rainbow_08_loud_0_160000.wav,p102,test,What is the speaker's gender inferred from their speech characteristics?,The speaker's gender is male.,The speaker's gender is inferred to be male based on their vocal traits. ,male,male,0,1,0,4.9858594,1.6680425,male,26-35,white or caucasian,63.08418,-16.68569,9.078088,-12.330493,20.573858,-13.390403,male,1,0,gpt2_in_lm_hidden,final,last_input,gpt2,40,10,cuda:0,48.055878,-6.7842107
gender,ears_dataset_processed/test/p102/rainbow_08_lowpitch_0_160000.wav,p102,test,What is the speaker's gender inferred from their speech characteristics?,The speaker's gender is male.,The speaker's gender is inferred to be male based on their vocal traits. ,male,male,0,1,0,6.6382947,3.27184,male,26-35,white or caucasian,65.69417,-14.365988,7.244174,-13.286103,20.613,-13.576931,male,1,0,gpt2_in_lm_hidden,final,last_input,gpt2,40,10,cuda:0,48.073524,-6.5979953
gender,ears_dataset_processed/test/p102/rainbow_08_regular_0_160000.wav,p102,test,What is the speaker's gender inferred from their speech characteristics?,The speaker's gender is male.,The speaker's gender is inferred to be male based on their vocal traits. ,male,male,0,1,0,6.658475,2.183032,male,26-35,white or caucasian,64.27321,-15.459379,3.051241,-10.42528,21.421185,-11.306474,male,1,0,gpt2_in_lm_hidden,final,last_input,gpt2,40,10,cuda:0,30.545397,-39.236343
gender,ears_dataset_processed/test/p102/rainbow_08_slow_0_160000.wav,p102,test,What is the speaker's gender inferred from their speech characteristics?,The speaker's gender is male.,The speaker's gender is inferred to be male based on their vocal traits. ,male,male,0,1,0,6.2529016,0.7518322,male,26-35,white or caucasian,64.63069,-15.617668,15.327312,-12.342222,27.96406,-12.053988,male,1,0,gpt2_in_lm_hidden,final,last_input,gpt2,40,10,cuda:0,48.552605,-6.070985
gender,ears_dataset_processed/test/p102/rainbow_08_whisper_0_160000.wav,p102,test,What is the speaker's gender inferred from their speech characteristics?,The speaker's gender is male.,The speaker's gender is inferred to be male based on their vocal traits. ,male,male,0,1,0,4.3979607,0.095184185,male,26-35,white or caucasian,19.011263,-16.790035,9.629319,-13.135551,20.654667,-14.01628,male,1,0,gpt2_in_lm_hidden,final,last_input,gpt2,40,10,cuda:0,48.45627,-8.195265
gender,ears_dataset_processed/test/p102/sentences_01_fast_0_145446.wav,p102,test,What is the speaker's gender inferred from their speech characteristics?,The speaker's gender is male.,The speaker's gender is inferred to be male based on their vocal traits. ,male,male,0,1,0,4.768632,1.4982841,male,26-35,white or caucasian,59.086037,-18.450832,15.36148,-7.0165925,28.911095,-10.451272,male,1,0,gpt2_in_lm_hidden,final,last_input,gpt2,40,10,cuda:0,32.635628,-44.947002
gender,ears_dataset_processed/test/p102/sentences_01_highpitch_0_160000.wav,p102,test,What is the speaker's gender inferred from their speech characteristics?,The speaker's gender is male.,The speaker's gender is inferred to be male based on their vocal traits. ,male,male,0,1,0,1.2955676,-4.843898,male,26-35,white or caucasian,-10.463505,-41.824726,0.3650877,-12.30016,10.493121,-4.6572523,male,1,0,gpt2_in_lm_hidden,final,last_input,gpt2,40,10,cuda:0,4.7474236,-51.270336
gender,ears_dataset_processed/test/p102/sentences_01_loud_0_160000.wav,p102,test,What is the speaker's gender inferred from their speech characteristics?,The speaker's gender is male.,The speaker's gender is inferred to be male based on their vocal characteristics. ,male,male,0,1,0,5.652519,3.698061,male,26-35,white or caucasian,58.915184,-18.091793,-8.00828,-14.072544,-18.418512,-44.691704,male,1,0,gpt2_in_lm_hidden,final,last_input,gpt2,40,10,cuda:0,26.233767,-33.746956
gender,ears_dataset_processed/test/p102/sentences_01_lowpitch_0_160000.wav,p102,test,What is the speaker's gender inferred from their speech characteristics?,The speaker's gender is male.,The speaker's gender is inferred to be male based on their vocal traits. ,male,male,0,1,0,7.614019,0.91682094,male,26-35,white or caucasian,63.22047,-14.280274,-13.424037,-13.684159,-19.620146,-44.1114,male,1,0,gpt2_in_lm_hidden,final,last_input,gpt2,40,10,cuda:0,25.979273,-32.046886
gender,ears_dataset_processed/test/p102/sentences_01_regular_0_160000.wav,p102,test,What is the speaker's gender inferred from their speech characteristics?,The speaker's gender is male.,The speaker's gender is inferred to be male based on their vocal characteristics. ,male,male,0,1,0,7.7774262,1.8702612,male,26-35,white or caucasian,61.140484,-11.201397,-7.4561634,-20.638897,-16.667412,-45.966934,male,1,0,gpt2_in_lm_hidden,final,last_input,gpt2,40,10,cuda:0,27.723352,-31.805592
gender,ears_dataset_processed/test/p102/sentences_01_slow_0_160000.wav,p102,test,What is the speaker's gender inferred from their speech characteristics?,The speaker's gender is male.,The speaker's gender is inferred to be male based on their vocal traits. ,male,male,0,1,0,8.019282,2.2642033,male,26-35,white or caucasian,63.313385,-13.758626,-14.196111,-25.324413,-16.71373,-46.400734,male,1,0,gpt2_in_lm_hidden,final,last_input,gpt2,40,10,cuda:0,36.799686,-5.435
gender,ears_dataset_processed/test/p102/sentences_01_whisper_0_160000.wav,p102,test,What is the speaker's gender inferred from their speech characteristics?,The speaker's gender is male.,The speaker's gender is inferred to be male based on their vocal characteristics. ,male,male,0,1,0,3.5009298,-1.1083338,male,26-35,white or caucasian,18.937988,-17.214483,-17.93597,-14.228405,-22.366282,-43.039692,male,1,0,gpt2_in_lm_hidden,final,last_input,gpt2,40,10,cuda:0,10.52444,-17.921328
gender,ears_dataset_processed/test/p102/sentences_02_fast_0_160000.wav,p102,test,What is the speaker's gender inferred from their speech characteristics?,The speaker's gender is male.,The speaker's gender is inferred to be male based on their vocal traits. ,male,male,0,1,0,5.8888974,2.3429978,male,26-35,white or caucasian,64.984924,-16.851181,34.616676,-9.667048,55.029552,-6.907975,male,1,0,gpt2_in_lm_hidden,final,last_input,gpt2,40,10,cuda:0,34.9201,-49.784763
gender,ears_dataset_processed/test/p102/sentences_02_highpitch_0_160000.wav,p102,test,What is the speaker's gender inferred from their speech characteristics?,The speaker's gender is male.,The speaker's gender is inferred to be female based on their vocal characteristics. ,male,female,0,0,1,-2.7011063,-4.850024,male,26-35,white or caucasian,-17.293676,-36.096214,-28.058323,3.2102757,-54.428116,-18.509365,male,0,1,gpt2_in_lm_hidden,final,last_input,gpt2,40,10,cuda:0,-44.294758,-34.694916
gender,ears_dataset_processed/test/p102/sentences_02_loud_0_160000.wav,p102,test,What is the speaker's gender inferred from their speech characteristics?,The speaker's gender is male.,The speaker's gender is inferred to be male based on their vocal traits. ,male,male,0,1,0,3.6284337,0.1354224,male,26-35,white or caucasian,65.31159,-17.32426,33.790123,-6.1106944,55.67671,-6.2699823,male,1,0,gpt2_in_lm_hidden,final,last_input,gpt2,40,10,cuda:0,32.596455,-48.740143
gender,ears_dataset_processed/test/p102/sentences_02_lowpitch_0_160000.wav,p102,test,What is the speaker's gender inferred from their speech characteristics?,The speaker's gender is male.,The speaker's gender is inferred to be male based on their vocal traits. ,male,male,0,1,0,7.1529093,2.347203,male,26-35,white or caucasian,65.31224,-16.196785,13.996727,-13.034094,41.464012,-22.493025,male,1,0,gpt2_in_lm_hidden,final,last_input,gpt2,40,10,cuda:0,48.94779,-4.23352
gender,ears_dataset_processed/test/p102/sentences_02_regular_0_160000.wav,p102,test,What is the speaker's gender inferred from their speech characteristics?,The speaker's gender is male.,The speaker's gender is inferred to be male based on their vocal traits. ,male,male,0,1,0,5.6538043,2.0153897,male,26-35,white or caucasian,65.28725,-17.05836,25.728924,-6.3308105,51.44553,-4.9491,male,1,0,gpt2_in_lm_hidden,final,last_input,gpt2,40,10,cuda:0,31.979828,-48.264988
gender,ears_dataset_processed/test/p102/sentences_02_slow_0_160000.wav,p102,test,What is the speaker's gender inferred from their speech characteristics?,The speaker's gender is male.,The speaker's gender is inferred to be male based on their vocal traits. ,male,male,0,1,0,5.120042,0.7179119,male,26-35,white or caucasian,65.33468,-16.57725,8.225967,-11.652716,23.103277,-11.413514,male,1,0,gpt2_in_lm_hidden,final,last_input,gpt2,40,10,cuda:0,33.01186,-40.90726
gender,ears_dataset_processed/test/p102/sentences_02_whisper_0_160000.wav,p102,test,What is the speaker's gender inferred from their speech characteristics?,The speaker's gender is male.,The speaker's gender is inferred to be male based on their vocal traits. ,male,male,0,1,0,1.4943188,-0.70820636,male,26-35,white or caucasian,18.543798,-17.343428,-2.061466,-5.409697,-7.9517922,-24.979883,male,1,0,gpt2_in_lm_hidden,final,last_input,gpt2,40,10,cuda:0,8.345218,-15.948384
gender,ears_dataset_processed/test/p102/sentences_03_whisper_0_160000.wav,p102,test,What is the speaker's gender inferred from their speech characteristics?,The speaker's gender is male.,The speaker's gender is inferred to be male based on their vocal characteristics. ,male,male,0,1,0,1.4651892,0.29113504,male,26-35,white or caucasian,16.943876,-17.226093,-2.086909,-9.168872,-6.453766,-25.317076,male,1,0,gpt2_in_lm_hidden,final,last_input,gpt2,40,10,cuda:0,33.318474,-34.032364
gender,ears_dataset_processed/test/p102/sentences_04_whisper_0_160000.wav,p102,test,What is the speaker's gender inferred from their speech characteristics?,The speaker's gender is male.,The speaker's gender is inferred to be male based on their vocal traits. ,male,male,0,1,0,2.0070996,-1.9526235,male,26-35,white or caucasian,18.788822,-17.291533,3.5208647,-2.465451,6.4892044,-16.994064,male,1,0,gpt2_in_lm_hidden,final,last_input,gpt2,40,10,cuda:0,10.57235,-15.3075
gender,ears_dataset_processed/test/p102/sentences_05_loud_0_160000.wav,p102,test,What is the speaker's gender inferred from their speech characteristics?,The speaker's gender is male.,The speaker's gender is inferred to be male based on their vocal characteristics. ,male,male,0,1,0,5.4664865,-0.2850451,male,26-35,white or caucasian,60.873947,-8.611222,-3.4276137,-14.870361,-5.0246615,-52.14803,male,1,0,gpt2_in_lm_hidden,final,last_input,gpt2,40,10,cuda:0,39.732006,-6.153586
gender,ears_dataset_processed/test/p102/sentences_06_loud_0_160000.wav,p102,test,What is the speaker's gender inferred from their speech characteristics?,The speaker's gender is male.,The speaker's gender is inferred to be male based on their vocal traits. ,male,male,0,1,0,1.6068491,-5.035493,male,26-35,white or caucasian,3.320418,-28.773743,15.850853,-10.1119175,34.23662,-16.575623,male,1,0,gpt2_in_lm_hidden,final,last_input,gpt2,40,10,cuda:0,18.506817,-38.001842
gender,ears_dataset_processed/test/p102/sentences_07_slow_0_160000.wav,p102,test,What is the speaker's gender inferred from their speech characteristics?,The speaker's gender is male.,The speaker's gender is inferred to be male based on their vocal traits. ,male,male,0,1,0,7.084052,1.4138361,male,26-35,white or caucasian,61.455135,-12.248229,-10.267646,-15.657619,-19.23032,-44.80851,male,1,0,gpt2_in_lm_hidden,final,last_input,gpt2,40,10,cuda:0,26.849957,-32.536705
gender,ears_dataset_processed/test/p102/sentences_08_slow_0_160000.wav,p102,test,What is the speaker's gender inferred from their speech characteristics?,The speaker's gender is male.,The speaker's gender is inferred to be male based on their vocal traits. ,male,male,0,1,0,6.5028334,0.39677808,male,26-35,white or caucasian,61.799263,-12.99843,38.5621,-9.339417,57.699448,-20.2337,male,1,0,gpt2_in_lm_hidden,final,last_input,gpt2,40,10,cuda:0,54.509506,-5.6571593
gender,ears_dataset_processed/test/p102/sentences_09_fast_0_160000.wav,p102,test,What is the speaker's gender inferred from their speech characteristics?,The speaker's gender is male.,The speaker's gender is inferred to be male based on their vocal traits. ,male,male,0,1,0,4.716942,0.25580034,male,26-35,white or caucasian,57.16116,-18.679165,3.1909802,-8.29036,18.916073,-11.842188,male,1,0,gpt2_in_lm_hidden,final,last_input,gpt2,40,10,cuda:0,26.880959,-36.879128
gender,ears_dataset_processed/test/p102/sentences_10_fast_0_160000.wav,p102,test,What is the speaker's gender inferred from their speech characteristics?,The speaker's gender is male.,The speaker's gender is inferred to be male based on their vocal traits. ,male,male,0,1,0,5.964986,1.7915043,male,26-35,white or caucasian,59.566975,-12.95865,-3.0484853,-14.308076,-5.4172,-28.929699,male,1,0,gpt2_in_lm_hidden,final,last_input,gpt2,40,10,cuda:0,29.156847,-33.190876
gender,ears_dataset_processed/test/p102/sentences_11_highpitch_0_160000.wav,p102,test,What is the speaker's gender inferred from their speech characteristics?,The speaker's gender is male.,The speaker's gender is inferred to be male based on their vocal traits. ,male,male,0,1,0,1.0231596,-6.3026395,male,26-35,white or caucasian,-9.786567,-42.454453,15.81594,-14.396857,37.89216,4.661878,male,1,0,gpt2_in_lm_hidden,final,last_input,gpt2,40,10,cuda:0,5.9533243,-52.13372
gender,ears_dataset_processed/test/p102/sentences_12_highpitch_0_160000.wav,p102,test,What is the speaker's gender inferred from their speech characteristics?,The speaker's gender is male.,The speaker's gender is inferred to be male based on their vocal traits. ,male,male,0,1,0,2.0469127,-5.90143,male,26-35,white or caucasian,-10.256895,-42.288296,14.057247,-19.571384,37.839653,4.620818,male,1,0,gpt2_in_lm_hidden,final,last_input,gpt2,40,10,cuda:0,5.7691226,-52.144295
gender,ears_dataset_processed/test/p102/sentences_13_lowpitch_0_160000.wav,p102,test,What is the speaker's gender inferred from their speech characteristics?,The speaker's gender is male.,The speaker's gender is inferred to be male based on their vocal traits. ,male,male,0,1,0,4.978222,3.1475854,male,26-35,white or caucasian,65.10635,-13.948687,6.7567983,-9.027022,20.376707,-13.890876,male,1,0,gpt2_in_lm_hidden,final,last_input,gpt2,40,10,cuda:0,33.372967,-34.239647
gender,ears_dataset_processed/test/p102/sentences_14_lowpitch_0_160000.wav,p102,test,What is the speaker's gender inferred from their speech characteristics?,The speaker's gender is male.,The speaker's gender is inferred to be male based on their vocal traits. ,male,male,0,1,0,7.7212734,3.0191524,male,26-35,white or caucasian,61.070633,-11.177255,-14.78163,-17.84146,-20.521107,-45.01162,male,1,0,gpt2_in_lm_hidden,final,last_input,gpt2,40,10,cuda:0,26.687563,-32.931267
gender,ears_dataset_processed/test/p102/sentences_15_regular_0_160000.wav,p102,test,What is the speaker's gender inferred from their speech characteristics?,The speaker's gender is male.,The speaker's gender is inferred to be male based on their vocal traits. ,male,male,0,1,0,6.703551,5.624176,male,26-35,white or caucasian,64.34377,-12.397447,10.826734,-15.732478,33.145416,-32.3513,male,1,0,gpt2_in_lm_hidden,final,last_input,gpt2,40,10,cuda:0,49.938244,-2.3338451
gender,ears_dataset_processed/test/p102/sentences_16_regular_0_160000.wav,p102,test,What is the speaker's gender inferred from their speech characteristics?,The speaker's gender is male.,The speaker's gender is inferred to be male based on their vocal traits. ,male,male,0,1,0,6.1150875,2.4124777,male,26-35,white or caucasian,62.686417,-11.494559,20.908009,-8.582954,43.653946,-22.178288,male,1,0,gpt2_in_lm_hidden,final,last_input,gpt2,40,10,cuda:0,46.71682,-11.095804
gender,ears_dataset_processed/test/p102/sentences_17_regular_0_160000.wav,p102,test,What is the speaker's gender inferred from their speech characteristics?,The speaker's gender is male.,The speaker's gender is inferred to be male based on their vocal traits. ,male,male,0,1,0,5.4958844,3.420306,male,26-35,white or caucasian,64.952866,-14.618098,13.7808485,-4.687173,28.01214,-10.859547,male,1,0,gpt2_in_lm_hidden,final,last_input,gpt2,40,10,cuda:0,30.240105,-42.870132
gender,ears_dataset_processed/test/p102/sentences_18_regular_0_160000.wav,p102,test,What is the speaker's gender inferred from their speech characteristics?,The speaker's gender is male.,The speaker's gender is inferred to be male based on their vocal traits. ,male,male,0,1,0,6.32847,2.398016,male,26-35,white or caucasian,67.363686,-16.47919,-14.218243,-16.06349,-18.041527,-27.956524,male,1,0,gpt2_in_lm_hidden,final,last_input,gpt2,40,10,cuda:0,24.8347,-37.398937
gender,ears_dataset_processed/test/p102/sentences_19_regular_0_160000.wav,p102,test,What is the speaker's gender inferred from their speech characteristics?,The speaker's gender is male.,The speaker's gender is inferred to be male based on their vocal traits. ,male,male,0,1,0,5.200274,0.83439803,male,26-35,white or caucasian,61.627033,-17.956398,1.1921678,-4.8017306,23.485039,-9.71564,male,1,0,gpt2_in_lm_hidden,final,last_input,gpt2,40,10,cuda:0,29.58619,-41.998333
gender,ears_dataset_processed/test/p102/sentences_20_regular_0_160000.wav,p102,test,What is the speaker's gender inferred from their speech characteristics?,The speaker's gender is male.,The speaker's gender is inferred to be male based on their vocal traits. ,male,male,0,1,0,7.463437,2.1048663,male,26-35,white or caucasian,60.580906,-12.556729,22.289762,-13.266909,43.318737,-21.282314,male,1,0,gpt2_in_lm_hidden,final,last_input,gpt2,40,10,cuda:0,49.05018,-4.7757025
gender,ears_dataset_processed/test/p102/sentences_21_regular_0_160000.wav,p102,test,What is the speaker's gender inferred from their speech characteristics?,The speaker's gender is male.,The speaker's gender is inferred to be male based on their vocal traits. ,male,male,0,1,0,7.706121,2.5500698,male,26-35,white or caucasian,66.03015,-15.042638,32.986137,-6.745595,55.58377,-8.692906,male,1,0,gpt2_in_lm_hidden,final,last_input,gpt2,40,10,cuda:0,50.4178,-4.3555408
gender,ears_dataset_processed/test/p102/sentences_22_regular_0_160000.wav,p102,test,What is the speaker's gender inferred from their speech characteristics?,The speaker's gender is male.,The speaker's gender is inferred to be male based on their vocal traits. ,male,male,0,1,0,5.9660983,1.2847753,male,26-35,white or caucasian,62.48426,-10.640729,13.155769,-15.372519,32.16092,-30.61821,male,1,0,gpt2_in_lm_hidden,final,last_input,gpt2,40,10,cuda:0,49.525414,-6.325697
gender,ears_dataset_processed/test/p102/sentences_23_regular_0_160000.wav,p102,test,What is the speaker's gender inferred from their speech characteristics?,The speaker's gender is male.,The speaker's gender is inferred to be male based on their vocal traits. ,male,male,0,1,0,5.664678,1.1032108,male,26-35,white or caucasian,60.501328,-14.266995,30.501549,-4.784878,57.208565,-19.972105,male,1,0,gpt2_in_lm_hidden,final,last_input,gpt2,40,10,cuda:0,54.71193,-5.909184
gender,ears_dataset_processed/test/p102/sentences_24_regular_0_160000.wav,p102,test,What is the speaker's gender inferred from their speech characteristics?,The speaker's gender is male.,The speaker's gender is inferred to be male based on their vocal traits. ,male,male,0,1,0,5.6681576,0.42059115,male,26-35,white or caucasian,62.78527,-9.576625,-10.094606,-14.822524,-19.61954,-45.201366,male,1,0,gpt2_in_lm_hidden,final,last_input,gpt2,40,10,cuda:0,20.672745,-5.5876694
gender,ears_dataset_processed/val/p001/emo_anger_freeform_0_160000.wav,p001,val,What is the speaker's gender inferred from their speech characteristics?,The speaker's gender is inferred to be male.,The speaker's gender is inferred to be male based on their vocal traits. ,male,male,0,1,0,3.891688,-1.6929619,male,36-45,white or caucasian,61.603817,-0.37600076,8.55803,-1.8745152,26.563095,-29.58856,male,1,0,gpt2_in_lm_hidden,final,last_input,gpt2,40,10,cuda:0,17.581272,-24.939903
gender,ears_dataset_processed/val/p001/emo_confusion_sentences_0_108248.wav,p001,val,What is the speaker's gender inferred from their speech characteristics?,The speaker's gender is inferred to be male.,The speaker's gender is inferred to be male based on their vocal traits. ,male,male,0,1,0,5.465057,-0.9790007,male,36-45,white or caucasian,50.46532,-12.81653,12.679181,-21.188574,40.230793,-38.70265,male,1,0,gpt2_in_lm_hidden,final,last_input,gpt2,40,10,cuda:0,72.05805,-18.701817
gender,ears_dataset_processed/val/p001/emo_contentment_freeform_0_160000.wav,p001,val,What is the speaker's gender inferred from their speech characteristics?,The speaker's gender is inferred to be male.,The speaker's gender is inferred to be male based on their vocal traits. ,male,male,0,1,0,3.242084,-1.5454367,male,36-45,white or caucasian,60.579407,0.51285094,21.43887,-8.415112,48.652138,-30.154743,male,1,0,gpt2_in_lm_hidden,final,last_input,gpt2,40,10,cuda:0,44.81374,-7.3866878
gender,ears_dataset_processed/val/p001/emo_desire_sentences_0_160000.wav,p001,val,What is the speaker's gender inferred from their speech characteristics?,The speaker's gender is inferred to be male.,The speaker's gender is inferred to be male based on their vocal traits. ,male,male,0,1,0,5.75227,0.4423954,male,36-45,white or caucasian,51.315247,2.8528464,-1.9596174,-17.84827,5.538175,-48.426823,male,1,0,gpt2_in_lm_hidden,final,last_input,gpt2,40,10,cuda:0,34.009933,-14.946576
gender,ears_dataset_processed/val/p001/emo_disappointment_freeform_0_160000.wav,p001,val,What is the speaker's gender inferred from their speech characteristics?,The speaker's gender is inferred to be male.,The speaker's gender is inferred to be male based on their vocal traits. ,male,male,0,1,0,5.6895885,-0.32170033,male,36-45,white or caucasian,59.815174,-1.0573535,36.577774,-7.9156775,61.429256,-23.297148,male,1,0,gpt2_in_lm_hidden,final,last_input,gpt2,40,10,cuda:0,57.056664,20.11658
gender,ears_dataset_processed/val/p001/emo_disgust_freeform_0_160000.wav,p001,val,What is the speaker's gender inferred from their speech characteristics?,The speaker's gender is inferred to be male.,The speaker's gender is inferred to be male based on their vocal characteristics. ,male,male,0,1,0,5.550256,3.0636604,male,36-45,white or caucasian,30.439583,-3.710794,10.596779,-2.6161582,27.368168,-29.243711,male,1,0,gpt2_in_lm_hidden,final,last_input,gpt2,40,10,cuda:0,44.67639,-13.922722
gender,ears_dataset_processed/val/p001/emo_disgust_sentences_0_160000.wav,p001,val,What is the speaker's gender inferred from their speech characteristics?,The speaker's gender is inferred to be male.,The speaker's gender is inferred to be male based on their vocal traits. ,male,male,0,1,0,5.7285995,0.5240183,male,36-45,white or caucasian,62.329376,-3.510107,32.9625,-11.317106,63.91599,-16.511147,male,1,0,gpt2_in_lm_hidden,final,last_input,gpt2,40,10,cuda:0,74.31086,-11.532707
gender,ears_dataset_processed/val/p001/emo_extasy_freeform_0_160000.wav,p001,val,What is the speaker's gender inferred from their speech characteristics?,The speaker's gender is inferred to be male.,The speaker's gender is inferred to be male based on their vocal traits. ,male,male,0,1,0,2.9846559,-5.504443,male,36-45,white or caucasian,0.8913683,-40.17056,13.221265,-15.210994,32.11061,-43.776108,male,1,0,gpt2_in_lm_hidden,final,last_input,gpt2,40,10,cuda:0,70.58857,-20.275791
gender,ears_dataset_processed/val/p001/emo_extasy_sentences_0_152032.wav,p001,val,What is the speaker's gender inferred from their speech characteristics?,The speaker's gender is inferred to be male.,The speaker's gender is inferred to be male based on their vocal traits. ,male,male,0,1,0,3.902162,0.10737611,male,36-45,white or caucasian,64.43158,-2.8643053,-11.46208,-15.98307,-13.885576,-41.117672,male,1,0,gpt2_in_lm_hidden,final,last_input,gpt2,40,10,cuda:0,36.554417,-6.9386806
gender,ears_dataset_processed/val/p001/emo_interest_freeform_0_160000.wav,p001,val,What is the speaker's gender inferred from their speech characteristics?,The speaker's gender is inferred to be male.,The speaker's gender is inferred to be male based on their vocal traits. ,male,male,0,1,0,5.6672716,1.0391227,male,36-45,white or caucasian,62.649548,-3.7916286,1.384211,-17.117868,8.009018,-45.272507,male,1,0,gpt2_in_lm_hidden,final,last_input,gpt2,40,10,cuda:0,37.51529,-3.3904247
gender,ears_dataset_processed/val/p001/emo_neutral_sentences_0_149495.wav,p001,val,What is the speaker's gender inferred from their speech characteristics?,The speaker's gender is inferred to be male.,The speaker's gender is inferred to be male based on their vocal traits. ,male,male,0,1,0,6.6934505,-1.3669784,male,36-45,white or caucasian,59.9299,-1.9672464,26.48156,-15.054314,48.47389,-38.916035,male,1,0,gpt2_in_lm_hidden,final,last_input,gpt2,40,10,cuda:0,61.639683,-1.9871948
gender,ears_dataset_processed/val/p001/emo_serenity_sentences_0_146495.wav,p001,val,What is the speaker's gender inferred from their speech characteristics?,The speaker's gender is inferred to be male.,The speaker's gender is inferred to be male based on their vocal traits. ,male,male,0,1,0,4.236736,-1.4496398,male,36-45,white or caucasian,52.527363,-28.596819,30.031187,-11.608328,49.059265,-39.18219,male,1,0,gpt2_in_lm_hidden,final,last_input,gpt2,40,10,cuda:0,61.685043,-1.9519762
gender,ears_dataset_processed/val/p001/freeform_speech_02_1760000_1920000.wav,p001,val,What is the speaker's gender inferred from their speech characteristics?,The speaker's gender is inferred to be male.,The speaker's gender is inferred to be male based on their vocal traits. ,male,male,0,1,0,4.875641,-0.89184994,male,36-45,white or caucasian,61.325085,1.0323159,29.744225,-12.706396,47.834057,-40.2083,male,1,0,gpt2_in_lm_hidden,final,last_input,gpt2,40,10,cuda:0,74.229904,-15.170676
gender,ears_dataset_processed/val/p001/freeform_speech_02_2400000_2560000.wav,p001,val,What is the speaker's gender inferred from their speech characteristics?,The speaker's gender is inferred to be male.,The speaker's gender is inferred to be male based on their vocal traits. ,male,male,0,1,0,5.6304703,0.11416935,male,36-45,white or caucasian,62.376255,0.29700172,38.910107,-11.615207,63.709976,-27.330153,male,1,0,gpt2_in_lm_hidden,final,last_input,gpt2,40,10,cuda:0,74.83208,-14.543618
gender,ears_dataset_processed/val/p001/freeform_speech_02_320000_480000.wav,p001,val,What is the speaker's gender inferred from their speech characteristics?,The speaker's gender is inferred to be male.,The speaker's gender is inferred to be male based on their vocal traits. ,male,male,0,1,0,5.0567083,0.65552056,male,36-45,white or caucasian,61.512688,1.1173826,41.28802,-7.697475,64.27844,-23.1604,male,1,0,gpt2_in_lm_hidden,final,last_input,gpt2,40,10,cuda:0,74.747284,-11.093167
gender,ears_dataset_processed/val/p001/freeform_speech_02_480000_640000.wav,p001,val,What is the speaker's gender inferred from their speech characteristics?,The speaker's gender is inferred to be male.,The speaker's gender is inferred to be male based on their vocal traits. ,male,male,0,1,0,3.3720717,-2.5962892,male,36-45,white or caucasian,61.722137,0.796164,43.646767,-11.997728,63.80721,-27.186666,male,1,0,gpt2_in_lm_hidden,final,last_input,gpt2,40,10,cuda:0,75.23914,-14.935691
gender,ears_dataset_processed/val/p001/freeform_speech_02_640000_800000.wav,p001,val,What is the speaker's gender inferred from their speech characteristics?,The speaker's gender is inferred to be male.,The speaker's gender is inferred to be male based on their vocal traits. ,male,male,0,1,0,5.536636,1.7500473,male,36-45,white or caucasian,61.63581,1.7274141,17.363567,-18.42474,45.1075,-40.28045,male,1,0,gpt2_in_lm_hidden,final,last_input,gpt2,40,10,cuda:0,73.711136,-16.38987
gender,ears_dataset_processed/val/p001/freeform_speech_03_2240000_2400000.wav,p001,val,What is the speaker's gender inferred from their speech characteristics?,The speaker's gender is inferred to be male.,The speaker's gender is inferred to be male based on their vocal traits. ,male,male,0,1,0,5.205916,0.31385824,male,36-45,white or caucasian,62.528263,-2.5497704,7.8097024,-14.498354,30.851898,-58.25596,male,1,0,gpt2_in_lm_hidden,final,last_input,gpt2,40,10,cuda:0,65.1246,-35.65423
