row_index,audio_path,speaker_id,split,gender,age,ethnicity,embedding_family
414,ears_dataset_processed/val/p053/rainbow_08_highpitch_160000_320000.wav,p053,val,female,18-25,white or caucasian,ecapa
415,ears_dataset_processed/val/p053/emo_serenity_freeform_0_160000.wav,p053,val,female,18-25,white or caucasian,ecapa
416,ears_dataset_processed/val/p053/rainbow_01_slow_0_160000.wav,p053,val,female,18-25,white or caucasian,ecapa
417,ears_dataset_processed/val/p053/freeform_speech_05_960000_1120000.wav,p053,val,female,18-25,white or caucasian,ecapa
418,ears_dataset_processed/val/p053/rainbow_02_lowpitch_0_160000.wav,p053,val,female,18-25,white or caucasian,ecapa
419,ears_dataset_processed/val/p053/sentences_07_slow_160000_320000.wav,p053,val,female,18-25,white or caucasian,ecapa
420,ears_dataset_processed/val/p053/freeform_speech_04_1280000_1440000.wav,p053,val,female,18-25,white or caucasian,ecapa
421,ears_dataset_processed/val/p053/sentences_01_slow_0_160000.wav,p053,val,female,18-25,white or caucasian,ecapa
422,ears_dataset_processed/val/p053/freeform_speech_01_2880000_3040000.wav,p053,val,female,18-25,white or caucasian,ecapa
423,ears_dataset_processed/val/p053/freeform_speech_02_1600000_1760000.wav,p053,val,female,18-25,white or caucasian,ecapa
424,ears_dataset_processed/val/p053/sentences_01_lowpitch_0_160000.wav,p053,val,female,18-25,white or caucasian,ecapa
425,ears_dataset_processed/val/p053/interjection_congratulations_160000_320000.wav,p053,val,female,18-25,white or caucasian,ecapa
426,ears_dataset_processed/val/p053/emo_interest_freeform_0_160000.wav,p053,val,female,18-25,white or caucasian,ecapa
427,ears_dataset_processed/val/p053/sentences_01_regular_0_160000.wav,p053,val,female,18-25,white or caucasian,ecapa
428,ears_dataset_processed/val/p053/rainbow_06_highpitch_0_160000.wav,p053,val,female,18-25,white or caucasian,ecapa
429,ears_dataset_processed/val/p053/emo_sadness_sentences_0_160000.wav,p053,val,female,18-25,white or caucasian,ecapa
430,ears_dataset_processed/val/p053/rainbow_06_lowpitch_0_160000.wav,p053,val,female,18-25,white or caucasian,ecapa
431,ears_dataset_processed/val/p053/freeform_speech_01_1280000_1440000.wav,p053,val,female,18-25,white or caucasian,ecapa
432,ears_dataset_processed/val/p087/freeform_speech_04_2720000_2880000.wav,p087,val,male,56-65,white or caucasian,ecapa
433,ears_dataset_processed/val/p087/freeform_speech_02_2400000_2560000.wav,p087,val,male,56-65,white or caucasian,ecapa
434,ears_dataset_processed/val/p087/freeform_speech_02_640000_800000.wav,p087,val,male,56-65,white or caucasian,ecapa
435,ears_dataset_processed/val/p087/sentences_13_lowpitch_0_160000.wav,p087,val,male,56-65,white or caucasian,ecapa
436,ears_dataset_processed/val/p087/emo_extasy_sentences_0_160000.wav,p087,val,male,56-65,white or caucasian,ecapa
437,ears_dataset_processed/val/p087/rainbow_08_fast_0_160000.wav,p087,val,male,56-65,white or caucasian,ecapa
438,ears_dataset_processed/val/p087/rainbow_08_whisper_0_160000.wav,p087,val,male,56-65,white or caucasian,ecapa
439,ears_dataset_processed/val/p087/freeform_speech_02_1760000_1920000.wav,p087,val,male,56-65,white or caucasian,ecapa
440,ears_dataset_processed/val/p087/sentences_08_slow_0_160000.wav,p087,val,male,56-65,white or caucasian,ecapa
441,ears_dataset_processed/val/p087/freeform_speech_02_320000_480000.wav,p087,val,male,56-65,white or caucasian,ecapa
442,ears_dataset_processed/val/p087/emo_disgust_sentences_0_160000.wav,p087,val,male,56-65,white or caucasian,ecapa
443,ears_dataset_processed/val/p087/emo_extasy_freeform_0_160000.wav,p087,val,male,56-65,white or caucasian,ecapa
444,ears_dataset_processed/val/p087/sentences_11_highpitch_0_160000.wav,p087,val,male,56-65,white or caucasian,ecapa
445,ears_dataset_processed/val/p087/freeform_speech_04_2080000_2240000.wav,p087,val,male,56-65,white or caucasian,ecapa
446,ears_dataset_processed/val/p087/freeform_speech_06_1280000_1440000.wav,p087,val,male,56-65,white or caucasian,ecapa
447,ears_dataset_processed/val/p087/rainbow_08_lowpitch_160000_320000.wav,p087,val,male,56-65,white or caucasian,ecapa
448,ears_dataset_processed/val/p087/freeform_speech_06_960000_1120000.wav,p087,val,male,56-65,white or caucasian,ecapa
449,ears_dataset_processed/val/p087/emo_embarassment_freeform_0_160000.wav,p087,val,male,56-65,white or caucasian,ecapa
450,ears_dataset_processed/val/p087/emo_desire_sentences_0_160000.wav,p087,val,male,56-65,white or caucasian,ecapa
451,ears_dataset_processed/val/p087/freeform_speech_05_1120000_1280000.wav,p087,val,male,56-65,white or caucasian,ecapa
452,ears_dataset_processed/val/p087/interjection_congratulations_320000_480000.wav,p087,val,male,56-65,white or caucasian,ecapa
453,ears_dataset_processed/val/p087/sentences_02_regular_0_160000.wav,p087,val,male,56-65,white or caucasian,ecapa
454,ears_dataset_processed/val/p087/rainbow_07_loud_0_160000.wav,p087,val,male,56-65,white or caucasian,ecapa
455,ears_dataset_processed/val/p087/freeform_speech_01_0_160000.wav,p087,val,male,56-65,white or caucasian,ecapa
456,ears_dataset_processed/val/p087/rainbow_03_slow_0_160000.wav,p087,val,male,56-65,white or caucasian,ecapa
457,ears_dataset_processed/val/p087/rainbow_07_whisper_0_160000.wav,p087,val,male,56-65,white or caucasian,ecapa
458,ears_dataset_processed/val/p087/freeform_speech_03_1280000_1440000.wav,p087,val,male,56-65,white or caucasian,ecapa
459,ears_dataset_processed/val/p087/sentences_22_regular_0_160000.wav,p087,val,male,56-65,white or caucasian,ecapa
460,ears_dataset_processed/val/p087/sentences_02_fast_0_160000.wav,p087,val,male,56-65,white or caucasian,ecapa
461,ears_dataset_processed/val/p087/freeform_speech_02_1440000_1600000.wav,p087,val,male,56-65,white or caucasian,ecapa
462,ears_dataset_processed/val/p087/emo_sadness_freeform_0_160000.wav,p087,val,male,56-65,white or caucasian,ecapa
463,ears_dataset_processed/val/p087/rainbow_03_fast_0_160000.wav,p087,val,male,56-65,white or caucasian,ecapa
464,ears_dataset_processed/val/p087/sentences_09_fast_0_160000.wav,p087,val,male,56-65,white or caucasian,ecapa
465,ears_dataset_processed/val/p087/freeform_speech_06_2560000_2720000.wav,p087,val,male,56-65,white or caucasian,ecapa
466,ears_dataset_processed/val/p087/rainbow_01_slow_0_160000.wav,p087,val,male,56-65,white or caucasian,ecapa
467,ears_dataset_processed/val/p087/freeform_speech_05_960000_1120000.wav,p087,val,male,56-65,white or caucasian,ecapa
468,ears_dataset_processed/val/p087/sentences_07_slow_160000_320000.wav,p087,val,male,56-65,white or caucasian,ecapa
469,ears_dataset_processed/val/p087/freeform_speech_03_0_160000.wav,p087,val,male,56-65,white or caucasian,ecapa
470,ears_dataset_processed/val/p087/rainbow_07_slow_160000_320000.wav,p087,val,male,56-65,white or caucasian,ecapa
471,ears_dataset_processed/val/p087/emo_serenity_sentences_0_160000.wav,p087,val,male,56-65,white or caucasian,ecapa
472,ears_dataset_processed/val/p087/freeform_speech_03_320000_480000.wav,p087,val,male,56-65,white or caucasian,ecapa
473,ears_dataset_processed/val/p087/sentences_01_slow_0_160000.wav,p087,val,male,56-65,white or caucasian,ecapa
474,ears_dataset_processed/val/p087/emo_contentment_freeform_0_160000.wav,p087,val,male,56-65,white or caucasian,ecapa
475,ears_dataset_processed/val/p087/freeform_speech_01_2240000_2400000.wav,p087,val,male,56-65,white or caucasian,ecapa
476,ears_dataset_processed/val/p087/rainbow_05_loud_0_160000.wav,p087,val,male,56-65,white or caucasian,ecapa
477,ears_dataset_processed/val/p087/emo_confusion_sentences_0_160000.wav,p087,val,male,56-65,white or caucasian,ecapa
478,ears_dataset_processed/val/p087/freeform_speech_04_0_160000.wav,p087,val,male,56-65,white or caucasian,ecapa
479,ears_dataset_processed/val/p087/freeform_speech_03_2400000_2560000.wav,p087,val,male,56-65,white or caucasian,ecapa
480,ears_dataset_processed/val/p087/sentences_23_regular_0_160000.wav,p087,val,male,56-65,white or caucasian,ecapa
481,ears_dataset_processed/val/p087/sentences_01_lowpitch_0_160000.wav,p087,val,male,56-65,white or caucasian,ecapa
482,ears_dataset_processed/val/p087/rainbow_01_lowpitch_0_160000.wav,p087,val,male,56-65,white or caucasian,ecapa
483,ears_dataset_processed/val/p087/emo_interest_freeform_0_160000.wav,p087,val,male,56-65,white or caucasian,ecapa
484,ears_dataset_processed/val/p087/sentences_20_regular_0_160000.wav,p087,val,male,56-65,white or caucasian,ecapa
485,ears_dataset_processed/val/p087/interjection_anger_0_160000.wav,p087,val,male,56-65,white or caucasian,ecapa
486,ears_dataset_processed/val/p087/emo_anger_freeform_0_145942.wav,p087,val,male,56-65,white or caucasian,ecapa
487,ears_dataset_processed/val/p087/rainbow_06_lowpitch_0_160000.wav,p087,val,male,56-65,white or caucasian,ecapa
488,ears_dataset_processed/val/p017/freeform_speech_04_2720000_2880000.wav,p017,val,male,36-45,white or caucasian,ecapa
489,ears_dataset_processed/val/p017/sentences_10_fast_0_160000.wav,p017,val,male,36-45,white or caucasian,ecapa
490,ears_dataset_processed/val/p017/freeform_speech_06_1440000_1600000.wav,p017,val,male,36-45,white or caucasian,ecapa
491,ears_dataset_processed/val/p017/rainbow_05_lowpitch_0_160000.wav,p017,val,male,36-45,white or caucasian,ecapa
492,ears_dataset_processed/val/p017/freeform_speech_02_0_160000.wav,p017,val,male,36-45,white or caucasian,ecapa
493,ears_dataset_processed/val/p017/interjection_greetings_0_160000.wav,p017,val,male,36-45,white or caucasian,ecapa
494,ears_dataset_processed/val/p017/sentences_14_lowpitch_160000_320000.wav,p017,val,male,36-45,white or caucasian,ecapa
495,ears_dataset_processed/val/p017/freeform_speech_02_1760000_1920000.wav,p017,val,male,36-45,white or caucasian,ecapa
496,ears_dataset_processed/val/p017/emo_amusement_freeform_160000_320000.wav,p017,val,male,36-45,white or caucasian,ecapa
497,ears_dataset_processed/val/p017/rainbow_08_lowpitch_0_160000.wav,p017,val,male,36-45,white or caucasian,ecapa
498,ears_dataset_processed/val/p017/freeform_speech_05_640000_800000.wav,p017,val,male,36-45,white or caucasian,ecapa
499,ears_dataset_processed/val/p017/freeform_speech_03_960000_1120000.wav,p017,val,male,36-45,white or caucasian,ecapa
500,ears_dataset_processed/val/p017/rainbow_02_slow_160000_320000.wav,p017,val,male,36-45,white or caucasian,ecapa
501,ears_dataset_processed/val/p017/sentences_11_highpitch_0_160000.wav,p017,val,male,36-45,white or caucasian,ecapa
502,ears_dataset_processed/val/p017/freeform_speech_02_2080000_2240000.wav,p017,val,male,36-45,white or caucasian,ecapa
503,ears_dataset_processed/val/p017/freeform_speech_06_1280000_1440000.wav,p017,val,male,36-45,white or caucasian,ecapa
504,ears_dataset_processed/val/p017/rainbow_08_lowpitch_160000_320000.wav,p017,val,male,36-45,white or caucasian,ecapa
505,ears_dataset_processed/val/p017/freeform_speech_04_2560000_2720000.wav,p017,val,male,36-45,white or caucasian,ecapa
506,ears_dataset_processed/val/p017/emo_realization_sentences_0_160000.wav,p017,val,male,36-45,white or caucasian,ecapa
507,ears_dataset_processed/val/p017/emo_embarassment_freeform_0_160000.wav,p017,val,male,36-45,white or caucasian,ecapa
508,ears_dataset_processed/val/p017/emo_desire_sentences_0_160000.wav,p017,val,male,36-45,white or caucasian,ecapa
509,ears_dataset_processed/val/p017/rainbow_08_loud_160000_320000.wav,p017,val,male,36-45,white or caucasian,ecapa
510,ears_dataset_processed/val/p017/rainbow_03_regular_0_160000.wav,p017,val,male,36-45,white or caucasian,ecapa
511,ears_dataset_processed/val/p017/emo_interest_sentences_0_160000.wav,p017,val,male,36-45,white or caucasian,ecapa
512,ears_dataset_processed/val/p017/sentences_08_slow_160000_320000.wav,p017,val,male,36-45,white or caucasian,ecapa
513,ears_dataset_processed/val/p017/interjection_congratulations_0_160000.wav,p017,val,male,36-45,white or caucasian,ecapa
514,ears_dataset_processed/val/p017/rainbow_02_slow_0_160000.wav,p017,val,male,36-45,white or caucasian,ecapa
515,ears_dataset_processed/val/p017/sentences_02_slow_320000_480000.wav,p017,val,male,36-45,white or caucasian,ecapa
516,ears_dataset_processed/val/p017/freeform_speech_02_1440000_1600000.wav,p017,val,male,36-45,white or caucasian,ecapa
517,ears_dataset_processed/val/p017/freeform_speech_04_1120000_1280000.wav,p017,val,male,36-45,white or caucasian,ecapa
518,ears_dataset_processed/val/p017/rainbow_01_regular_0_160000.wav,p017,val,male,36-45,white or caucasian,ecapa
519,ears_dataset_processed/val/p017/emo_sadness_freeform_0_160000.wav,p017,val,male,36-45,white or caucasian,ecapa
520,ears_dataset_processed/val/p017/emo_confusion_freeform_0_160000.wav,p017,val,male,36-45,white or caucasian,ecapa
521,ears_dataset_processed/val/p017/rainbow_07_fast_0_160000.wav,p017,val,male,36-45,white or caucasian,ecapa
522,ears_dataset_processed/val/p017/sentences_02_whisper_160000_320000.wav,p017,val,male,36-45,white or caucasian,ecapa
523,ears_dataset_processed/val/p017/sentences_15_regular_0_160000.wav,p017,val,male,36-45,white or caucasian,ecapa
524,ears_dataset_processed/val/p017/sentences_18_regular_0_160000.wav,p017,val,male,36-45,white or caucasian,ecapa
525,ears_dataset_processed/val/p017/sentences_13_lowpitch_160000_320000.wav,p017,val,male,36-45,white or caucasian,ecapa
526,ears_dataset_processed/val/p017/rainbow_01_slow_320000_480000.wav,p017,val,male,36-45,white or caucasian,ecapa
527,ears_dataset_processed/val/p017/sentences_07_slow_160000_320000.wav,p017,val,male,36-45,white or caucasian,ecapa
528,ears_dataset_processed/val/p017/freeform_speech_03_0_160000.wav,p017,val,male,36-45,white or caucasian,ecapa
529,ears_dataset_processed/val/p017/rainbow_07_slow_160000_320000.wav,p017,val,male,36-45,white or caucasian,ecapa
530,ears_dataset_processed/val/p017/rainbow_03_loud_0_160000.wav,p017,val,male,36-45,white or caucasian,ecapa
531,ears_dataset_processed/val/p017/sentences_02_slow_0_160000.wav,p017,val,male,36-45,white or caucasian,ecapa
532,ears_dataset_processed/val/p017/freeform_speech_01_2240000_2400000.wav,p017,val,male,36-45,white or caucasian,ecapa
533,ears_dataset_processed/val/p017/freeform_speech_04_2400000_2560000.wav,p017,val,male,36-45,white or caucasian,ecapa
534,ears_dataset_processed/val/p017/freeform_speech_04_1760000_1920000.wav,p017,val,male,36-45,white or caucasian,ecapa
535,ears_dataset_processed/val/p017/freeform_speech_05_800000_960000.wav,p017,val,male,36-45,white or caucasian,ecapa
536,ears_dataset_processed/val/p017/freeform_speech_01_1760000_1920000.wav,p017,val,male,36-45,white or caucasian,ecapa
537,ears_dataset_processed/val/p017/sentences_23_regular_0_160000.wav,p017,val,male,36-45,white or caucasian,ecapa
538,ears_dataset_processed/val/p017/rainbow_08_regular_160000_320000.wav,p017,val,male,36-45,white or caucasian,ecapa
539,ears_dataset_processed/val/p017/freeform_speech_06_800000_960000.wav,p017,val,male,36-45,white or caucasian,ecapa
540,ears_dataset_processed/val/p017/emo_guilt_freeform_0_160000.wav,p017,val,male,36-45,white or caucasian,ecapa
541,ears_dataset_processed/val/p017/freeform_speech_03_2720000_2880000.wav,p017,val,male,36-45,white or caucasian,ecapa
542,ears_dataset_processed/val/p017/emo_distress_freeform_0_160000.wav,p017,val,male,36-45,white or caucasian,ecapa
543,ears_dataset_processed/val/p017/sentences_01_regular_0_160000.wav,p017,val,male,36-45,white or caucasian,ecapa
544,ears_dataset_processed/val/p017/freeform_speech_01_1120000_1280000.wav,p017,val,male,36-45,white or caucasian,ecapa
545,ears_dataset_processed/val/p017/emo_sadness_sentences_0_160000.wav,p017,val,male,36-45,white or caucasian,ecapa
546,ears_dataset_processed/val/p026/freeform_speech_02_1120000_1280000.wav,p026,val,female,46-55,white or caucasian,ecapa
547,ears_dataset_processed/val/p026/sentences_13_lowpitch_0_160000.wav,p026,val,female,46-55,white or caucasian,ecapa
548,ears_dataset_processed/val/p026/freeform_speech_06_2400000_2560000.wav,p026,val,female,46-55,white or caucasian,ecapa
549,ears_dataset_processed/val/p026/freeform_speech_06_480000_640000.wav,p026,val,female,46-55,white or caucasian,ecapa
550,ears_dataset_processed/val/p026/rainbow_06_regular_0_160000.wav,p026,val,female,46-55,white or caucasian,ecapa
551,ears_dataset_processed/val/p026/freeform_speech_02_0_160000.wav,p026,val,female,46-55,white or caucasian,ecapa
552,ears_dataset_processed/val/p026/freeform_speech_02_1760000_1920000.wav,p026,val,female,46-55,white or caucasian,ecapa
553,ears_dataset_processed/val/p026/freeform_speech_01_960000_1120000.wav,p026,val,female,46-55,white or caucasian,ecapa
554,ears_dataset_processed/val/p026/freeform_speech_03_1760000_1920000.wav,p026,val,female,46-55,white or caucasian,ecapa
555,ears_dataset_processed/val/p026/freeform_speech_04_640000_800000.wav,p026,val,female,46-55,white or caucasian,ecapa
556,ears_dataset_processed/val/p026/freeform_speech_02_2560000_2720000.wav,p026,val,female,46-55,white or caucasian,ecapa
557,ears_dataset_processed/val/p026/freeform_speech_03_960000_1120000.wav,p026,val,female,46-55,white or caucasian,ecapa
558,ears_dataset_processed/val/p026/emo_extasy_freeform_0_160000.wav,p026,val,female,46-55,white or caucasian,ecapa
559,ears_dataset_processed/val/p026/freeform_speech_04_2560000_2720000.wav,p026,val,female,46-55,white or caucasian,ecapa
560,ears_dataset_processed/val/p026/freeform_speech_06_960000_1120000.wav,p026,val,female,46-55,white or caucasian,ecapa
561,ears_dataset_processed/val/p026/emo_realization_sentences_0_160000.wav,p026,val,female,46-55,white or caucasian,ecapa
562,ears_dataset_processed/val/p026/emo_distress_sentences_0_160000.wav,p026,val,female,46-55,white or caucasian,ecapa
563,ears_dataset_processed/val/p026/freeform_speech_02_800000_960000.wav,p026,val,female,46-55,white or caucasian,ecapa
564,ears_dataset_processed/val/p026/rainbow_07_loud_0_160000.wav,p026,val,female,46-55,white or caucasian,ecapa
565,ears_dataset_processed/val/p026/sentences_08_slow_160000_320000.wav,p026,val,female,46-55,white or caucasian,ecapa
566,ears_dataset_processed/val/p026/emo_anger_freeform_0_160000.wav,p026,val,female,46-55,white or caucasian,ecapa
567,ears_dataset_processed/val/p026/rainbow_02_regular_0_160000.wav,p026,val,female,46-55,white or caucasian,ecapa
568,ears_dataset_processed/val/p026/emo_embarassment_sentences_0_160000.wav,p026,val,female,46-55,white or caucasian,ecapa
569,ears_dataset_processed/val/p026/rainbow_07_whisper_0_160000.wav,p026,val,female,46-55,white or caucasian,ecapa
570,ears_dataset_processed/val/p026/sentences_22_regular_0_160000.wav,p026,val,female,46-55,white or caucasian,ecapa
571,ears_dataset_processed/val/p026/freeform_speech_02_1440000_1600000.wav,p026,val,female,46-55,white or caucasian,ecapa
572,ears_dataset_processed/val/p026/freeform_speech_04_1120000_1280000.wav,p026,val,female,46-55,white or caucasian,ecapa
573,ears_dataset_processed/val/p026/rainbow_05_slow_160000_320000.wav,p026,val,female,46-55,white or caucasian,ecapa
574,ears_dataset_processed/val/p026/freeform_speech_06_2240000_2400000.wav,p026,val,female,46-55,white or caucasian,ecapa
575,ears_dataset_processed/val/p026/rainbow_01_regular_0_160000.wav,p026,val,female,46-55,white or caucasian,ecapa
576,ears_dataset_processed/val/p026/freeform_speech_06_320000_480000.wav,p026,val,female,46-55,white or caucasian,ecapa
577,ears_dataset_processed/val/p026/emo_sadness_freeform_0_160000.wav,p026,val,female,46-55,white or caucasian,ecapa
578,ears_dataset_processed/val/p026/rainbow_06_fast_0_132384.wav,p026,val,female,46-55,white or caucasian,ecapa
579,ears_dataset_processed/val/p026/emo_neutral_freeform_0_160000.wav,p026,val,female,46-55,white or caucasian,ecapa
580,ears_dataset_processed/val/p026/freeform_speech_06_1120000_1280000.wav,p026,val,female,46-55,white or caucasian,ecapa
581,ears_dataset_processed/val/p026/freeform_speech_06_640000_800000.wav,p026,val,female,46-55,white or caucasian,ecapa
582,ears_dataset_processed/val/p026/sentences_01_highpitch_0_160000.wav,p026,val,female,46-55,white or caucasian,ecapa
583,ears_dataset_processed/val/p026/freeform_speech_01_1600000_1760000.wav,p026,val,female,46-55,white or caucasian,ecapa
584,ears_dataset_processed/val/p026/sentences_07_slow_160000_320000.wav,p026,val,female,46-55,white or caucasian,ecapa
585,ears_dataset_processed/val/p026/sentences_02_fast_0_158874.wav,p026,val,female,46-55,white or caucasian,ecapa
586,ears_dataset_processed/val/p026/emo_disgust_freeform_0_160000.wav,p026,val,female,46-55,white or caucasian,ecapa
587,ears_dataset_processed/val/p026/emo_confusion_sentences_0_130206.wav,p026,val,female,46-55,white or caucasian,ecapa
588,ears_dataset_processed/val/p026/freeform_speech_04_2400000_2560000.wav,p026,val,female,46-55,white or caucasian,ecapa
589,ears_dataset_processed/val/p026/freeform_speech_05_800000_960000.wav,p026,val,female,46-55,white or caucasian,ecapa
590,ears_dataset_processed/val/p026/sentences_01_lowpitch_0_160000.wav,p026,val,female,46-55,white or caucasian,ecapa
591,ears_dataset_processed/val/p026/sentences_09_fast_0_140048.wav,p026,val,female,46-55,white or caucasian,ecapa
592,ears_dataset_processed/val/p026/rainbow_07_lowpitch_0_160000.wav,p026,val,female,46-55,white or caucasian,ecapa
593,ears_dataset_processed/val/p026/rainbow_04_whisper_0_160000.wav,p026,val,female,46-55,white or caucasian,ecapa
594,ears_dataset_processed/val/p026/sentences_01_loud_0_160000.wav,p026,val,female,46-55,white or caucasian,ecapa
595,ears_dataset_processed/val/p026/freeform_speech_01_2560000_2720000.wav,p026,val,female,46-55,white or caucasian,ecapa
596,ears_dataset_processed/val/p026/sentences_01_regular_0_160000.wav,p026,val,female,46-55,white or caucasian,ecapa
597,ears_dataset_processed/val/p026/emo_guilt_sentences_0_140078.wav,p026,val,female,46-55,white or caucasian,ecapa
598,ears_dataset_processed/val/p026/rainbow_07_slow_320000_480000.wav,p026,val,female,46-55,white or caucasian,ecapa
599,ears_dataset_processed/val/p026/emo_sadness_sentences_0_160000.wav,p026,val,female,46-55,white or caucasian,ecapa
600,ears_dataset_processed/val/p026/rainbow_06_lowpitch_0_160000.wav,p026,val,female,46-55,white or caucasian,ecapa
601,ears_dataset_processed/val/p026/freeform_speech_03_640000_800000.wav,p026,val,female,46-55,white or caucasian,ecapa
602,ears_dataset_processed/val/p051/sentences_10_fast_0_160000.wav,p051,val,female,46-55,white or caucasian,ecapa
603,ears_dataset_processed/val/p051/freeform_speech_02_1120000_1280000.wav,p051,val,female,46-55,white or caucasian,ecapa
604,ears_dataset_processed/val/p051/sentences_13_lowpitch_0_160000.wav,p051,val,female,46-55,white or caucasian,ecapa
605,ears_dataset_processed/val/p051/rainbow_08_fast_0_160000.wav,p051,val,female,46-55,white or caucasian,ecapa
606,ears_dataset_processed/val/p051/emo_guilt_sentences_0_160000.wav,p051,val,female,46-55,white or caucasian,ecapa
607,ears_dataset_processed/val/p051/sentences_14_lowpitch_160000_320000.wav,p051,val,female,46-55,white or caucasian,ecapa
608,ears_dataset_processed/val/p051/freeform_speech_02_1760000_1920000.wav,p051,val,female,46-55,white or caucasian,ecapa
609,ears_dataset_processed/val/p051/rainbow_08_slow_0_160000.wav,p051,val,female,46-55,white or caucasian,ecapa
610,ears_dataset_processed/val/p051/emo_amusement_sentences_0_160000.wav,p051,val,female,46-55,white or caucasian,ecapa
611,ears_dataset_processed/val/p051/freeform_speech_02_2560000_2720000.wav,p051,val,female,46-55,white or caucasian,ecapa
612,ears_dataset_processed/val/p051/freeform_speech_06_1600000_1760000.wav,p051,val,female,46-55,white or caucasian,ecapa
613,ears_dataset_processed/val/p051/freeform_speech_04_1600000_1760000.wav,p051,val,female,46-55,white or caucasian,ecapa
614,ears_dataset_processed/val/p051/freeform_speech_06_2720000_2880000.wav,p051,val,female,46-55,white or caucasian,ecapa
615,ears_dataset_processed/val/p051/sentences_02_slow_160000_320000.wav,p051,val,female,46-55,white or caucasian,ecapa
616,ears_dataset_processed/val/p051/emo_extasy_freeform_0_160000.wav,p051,val,female,46-55,white or caucasian,ecapa
617,ears_dataset_processed/val/p051/rainbow_02_slow_160000_320000.wav,p051,val,female,46-55,white or caucasian,ecapa
618,ears_dataset_processed/val/p051/freeform_speech_04_2560000_2720000.wav,p051,val,female,46-55,white or caucasian,ecapa
619,ears_dataset_processed/val/p051/rainbow_02_highpitch_0_160000.wav,p051,val,female,46-55,white or caucasian,ecapa
620,ears_dataset_processed/val/p051/freeform_speech_06_960000_1120000.wav,p051,val,female,46-55,white or caucasian,ecapa
621,ears_dataset_processed/val/p051/emo_realization_sentences_0_160000.wav,p051,val,female,46-55,white or caucasian,ecapa
622,ears_dataset_processed/val/p051/emo_embarassment_freeform_0_160000.wav,p051,val,female,46-55,white or caucasian,ecapa
623,ears_dataset_processed/val/p051/freeform_speech_03_1600000_1760000.wav,p051,val,female,46-55,white or caucasian,ecapa
624,ears_dataset_processed/val/p051/freeform_speech_05_1760000_1920000.wav,p051,val,female,46-55,white or caucasian,ecapa
625,ears_dataset_processed/val/p051/rainbow_04_highpitch_0_160000.wav,p051,val,female,46-55,white or caucasian,ecapa
626,ears_dataset_processed/val/p051/rainbow_04_slow_160000_320000.wav,p051,val,female,46-55,white or caucasian,ecapa
627,ears_dataset_processed/val/p051/rainbow_07_loud_0_160000.wav,p051,val,female,46-55,white or caucasian,ecapa
628,ears_dataset_processed/val/p051/rainbow_03_slow_0_160000.wav,p051,val,female,46-55,white or caucasian,ecapa
629,ears_dataset_processed/val/p051/emo_anger_freeform_0_160000.wav,p051,val,female,46-55,white or caucasian,ecapa
630,ears_dataset_processed/val/p051/rainbow_06_slow_0_160000.wav,p051,val,female,46-55,white or caucasian,ecapa
631,ears_dataset_processed/val/p051/freeform_speech_03_1440000_1600000.wav,p051,val,female,46-55,white or caucasian,ecapa
632,ears_dataset_processed/val/p051/emo_embarassment_sentences_0_160000.wav,p051,val,female,46-55,white or caucasian,ecapa
633,ears_dataset_processed/val/p051/sentences_02_slow_320000_480000.wav,p051,val,female,46-55,white or caucasian,ecapa
634,ears_dataset_processed/val/p051/rainbow_05_slow_160000_320000.wav,p051,val,female,46-55,white or caucasian,ecapa
635,ears_dataset_processed/val/p051/freeform_speech_06_2240000_2400000.wav,p051,val,female,46-55,white or caucasian,ecapa
636,ears_dataset_processed/val/p051/freeform_speech_06_320000_480000.wav,p051,val,female,46-55,white or caucasian,ecapa
637,ears_dataset_processed/val/p051/emo_sadness_freeform_0_160000.wav,p051,val,female,46-55,white or caucasian,ecapa
638,ears_dataset_processed/val/p051/rainbow_03_fast_0_160000.wav,p051,val,female,46-55,white or caucasian,ecapa
639,ears_dataset_processed/val/p051/sentences_01_slow_320000_480000.wav,p051,val,female,46-55,white or caucasian,ecapa
640,ears_dataset_processed/val/p051/emo_neutral_freeform_0_160000.wav,p051,val,female,46-55,white or caucasian,ecapa
641,ears_dataset_processed/val/p051/rainbow_08_highpitch_160000_320000.wav,p051,val,female,46-55,white or caucasian,ecapa
642,ears_dataset_processed/val/p051/rainbow_01_slow_0_160000.wav,p051,val,female,46-55,white or caucasian,ecapa
643,ears_dataset_processed/val/p051/rainbow_05_whisper_0_160000.wav,p051,val,female,46-55,white or caucasian,ecapa
644,ears_dataset_processed/val/p051/rainbow_01_loud_0_160000.wav,p051,val,female,46-55,white or caucasian,ecapa
645,ears_dataset_processed/val/p051/freeform_speech_01_1600000_1760000.wav,p051,val,female,46-55,white or caucasian,ecapa
646,ears_dataset_processed/val/p051/rainbow_07_slow_160000_320000.wav,p051,val,female,46-55,white or caucasian,ecapa
647,ears_dataset_processed/val/p051/freeform_speech_04_1280000_1440000.wav,p051,val,female,46-55,white or caucasian,ecapa
648,ears_dataset_processed/val/p051/rainbow_03_loud_0_160000.wav,p051,val,female,46-55,white or caucasian,ecapa
649,ears_dataset_processed/val/p051/emo_confusion_sentences_0_112041.wav,p051,val,female,46-55,white or caucasian,ecapa
650,ears_dataset_processed/val/p051/freeform_speech_03_160000_320000.wav,p051,val,female,46-55,white or caucasian,ecapa
