row_index,audio_path,speaker_id,split,gender,age,ethnicity,embedding_family,pdaf_mode
638,ears_dataset_processed/val/p051/rainbow_03_fast_0_160000.wav,p051,val,female,46-55,white or caucasian,pdaf,neutral_mel128
639,ears_dataset_processed/val/p051/sentences_01_slow_320000_480000.wav,p051,val,female,46-55,white or caucasian,pdaf,neutral_mel128
640,ears_dataset_processed/val/p051/emo_neutral_freeform_0_160000.wav,p051,val,female,46-55,white or caucasian,pdaf,neutral_mel128
641,ears_dataset_processed/val/p051/rainbow_08_highpitch_160000_320000.wav,p051,val,female,46-55,white or caucasian,pdaf,neutral_mel128
642,ears_dataset_processed/val/p051/rainbow_01_slow_0_160000.wav,p051,val,female,46-55,white or caucasian,pdaf,neutral_mel128
643,ears_dataset_processed/val/p051/rainbow_05_whisper_0_160000.wav,p051,val,female,46-55,white or caucasian,pdaf,neutral_mel128
644,ears_dataset_processed/val/p051/rainbow_01_loud_0_160000.wav,p051,val,female,46-55,white or caucasian,pdaf,neutral_mel128
645,ears_dataset_processed/val/p051/freeform_speech_01_1600000_1760000.wav,p051,val,female,46-55,white or caucasian,pdaf,neutral_mel128
646,ears_dataset_processed/val/p051/rainbow_07_slow_160000_320000.wav,p051,val,female,46-55,white or caucasian,pdaf,neutral_mel128
647,ears_dataset_processed/val/p051/freeform_speech_04_1280000_1440000.wav,p051,val,female,46-55,white or caucasian,pdaf,neutral_mel128
648,ears_dataset_processed/val/p051/rainbow_03_loud_0_160000.wav,p051,val,female,46-55,white or caucasian,pdaf,neutral_mel128
649,ears_dataset_processed/val/p051/emo_confusion_sentences_0_112041.wav,p051,val,female,46-55,white or caucasian,pdaf,neutral_mel128
650,ears_dataset_processed/val/p051/freeform_speech_03_160000_320000.wav,p051,val,female,46-55,white or caucasian,pdaf,neutral_mel128
651,ears_dataset_processed/val/p051/rainbow_05_loud_0_160000.wav,p051,val,female,46-55,white or caucasian,pdaf,neutral_mel128
652,ears_dataset_processed/val/p051/rainbow_07_lowpitch_160000_320000.wav,p051,val,female,46-55,white or caucasian,pdaf,neutral_mel128
653,ears_dataset_processed/val/p051/freeform_speech_01_1760000_1920000.wav,p051,val,female,46-55,white or caucasian,pdaf,neutral_mel128
654,ears_dataset_processed/val/p051/rainbow_08_slow_320000_480000.wav,p051,val,female,46-55,white or caucasian,pdaf,neutral_mel128
655,ears_dataset_processed/val/p051/freeform_speech_06_800000_960000.wav,p051,val,female,46-55,white or caucasian,pdaf,neutral_mel128
656,ears_dataset_processed/val/p051/sentences_07_slow_320000_480000.wav,p051,val,female,46-55,white or caucasian,pdaf,neutral_mel128
657,ears_dataset_processed/val/p051/sentences_01_loud_0_160000.wav,p051,val,female,46-55,white or caucasian,pdaf,neutral_mel128
658,ears_dataset_processed/val/p051/freeform_speech_01_1120000_1280000.wav,p051,val,female,46-55,white or caucasian,pdaf,neutral_mel128
659,ears_dataset_processed/val/p051/freeform_speech_05_480000_640000.wav,p051,val,female,46-55,white or caucasian,pdaf,neutral_mel128
660,ears_dataset_processed/val/p051/emo_sadness_sentences_0_160000.wav,p051,val,female,46-55,white or caucasian,pdaf,neutral_mel128
661,ears_dataset_processed/val/p055/freeform_speech_02_2400000_2560000.wav,p055,val,female,46-55,white or caucasian,pdaf,neutral_mel128
662,ears_dataset_processed/val/p055/freeform_speech_02_640000_800000.wav,p055,val,female,46-55,white or caucasian,pdaf,neutral_mel128
663,ears_dataset_processed/val/p055/sentences_13_lowpitch_0_160000.wav,p055,val,female,46-55,white or caucasian,pdaf,neutral_mel128
664,ears_dataset_processed/val/p055/freeform_speech_06_2400000_2560000.wav,p055,val,female,46-55,white or caucasian,pdaf,neutral_mel128
665,ears_dataset_processed/val/p055/rainbow_06_regular_0_160000.wav,p055,val,female,46-55,white or caucasian,pdaf,neutral_mel128
666,ears_dataset_processed/val/p055/freeform_speech_02_1760000_1920000.wav,p055,val,female,46-55,white or caucasian,pdaf,neutral_mel128
667,ears_dataset_processed/val/p055/sentences_04_whisper_0_160000.wav,p055,val,female,46-55,white or caucasian,pdaf,neutral_mel128
668,ears_dataset_processed/val/p055/sentences_08_slow_0_160000.wav,p055,val,female,46-55,white or caucasian,pdaf,neutral_mel128
669,ears_dataset_processed/val/p055/freeform_speech_02_320000_480000.wav,p055,val,female,46-55,white or caucasian,pdaf,neutral_mel128
670,ears_dataset_processed/val/p055/freeform_speech_02_480000_640000.wav,p055,val,female,46-55,white or caucasian,pdaf,neutral_mel128
671,ears_dataset_processed/val/p055/rainbow_01_lowpitch_0_155900.wav,p055,val,female,46-55,white or caucasian,pdaf,neutral_mel128
672,ears_dataset_processed/val/p055/emo_disgust_sentences_0_160000.wav,p055,val,female,46-55,white or caucasian,pdaf,neutral_mel128
673,ears_dataset_processed/val/p055/emo_extasy_freeform_0_160000.wav,p055,val,female,46-55,white or caucasian,pdaf,neutral_mel128
674,ears_dataset_processed/val/p055/freeform_speech_05_2720000_2880000.wav,p055,val,female,46-55,white or caucasian,pdaf,neutral_mel128
675,ears_dataset_processed/val/p055/freeform_speech_06_1760000_1920000.wav,p055,val,female,46-55,white or caucasian,pdaf,neutral_mel128
676,ears_dataset_processed/val/p055/freeform_speech_04_2560000_2720000.wav,p055,val,female,46-55,white or caucasian,pdaf,neutral_mel128
677,ears_dataset_processed/val/p055/rainbow_08_slow_160000_320000.wav,p055,val,female,46-55,white or caucasian,pdaf,neutral_mel128
678,ears_dataset_processed/val/p055/freeform_speech_03_2080000_2240000.wav,p055,val,female,46-55,white or caucasian,pdaf,neutral_mel128
679,ears_dataset_processed/val/p055/rainbow_03_whisper_0_160000.wav,p055,val,female,46-55,white or caucasian,pdaf,neutral_mel128
680,ears_dataset_processed/val/p055/emo_desire_sentences_0_160000.wav,p055,val,female,46-55,white or caucasian,pdaf,neutral_mel128
681,ears_dataset_processed/val/p055/emo_extasy_sentences_0_149807.wav,p055,val,female,46-55,white or caucasian,pdaf,neutral_mel128
682,ears_dataset_processed/val/p055/rainbow_07_loud_0_160000.wav,p055,val,female,46-55,white or caucasian,pdaf,neutral_mel128
683,ears_dataset_processed/val/p055/rainbow_03_slow_0_160000.wav,p055,val,female,46-55,white or caucasian,pdaf,neutral_mel128
684,ears_dataset_processed/val/p055/emo_anger_freeform_0_160000.wav,p055,val,female,46-55,white or caucasian,pdaf,neutral_mel128
685,ears_dataset_processed/val/p055/rainbow_06_slow_0_160000.wav,p055,val,female,46-55,white or caucasian,pdaf,neutral_mel128
686,ears_dataset_processed/val/p055/rainbow_03_highpitch_0_160000.wav,p055,val,female,46-55,white or caucasian,pdaf,neutral_mel128
687,ears_dataset_processed/val/p055/rainbow_07_whisper_0_160000.wav,p055,val,female,46-55,white or caucasian,pdaf,neutral_mel128
688,ears_dataset_processed/val/p055/emo_disgust_freeform_0_149742.wav,p055,val,female,46-55,white or caucasian,pdaf,neutral_mel128
689,ears_dataset_processed/val/p055/sentences_22_regular_0_160000.wav,p055,val,female,46-55,white or caucasian,pdaf,neutral_mel128
690,ears_dataset_processed/val/p055/freeform_speech_03_2240000_2400000.wav,p055,val,female,46-55,white or caucasian,pdaf,neutral_mel128
691,ears_dataset_processed/val/p055/rainbow_05_highpitch_0_160000.wav,p055,val,female,46-55,white or caucasian,pdaf,neutral_mel128
692,ears_dataset_processed/val/p055/emo_confusion_sentences_0_124337.wav,p055,val,female,46-55,white or caucasian,pdaf,neutral_mel128
693,ears_dataset_processed/val/p055/sentences_02_lowpitch_0_160000.wav,p055,val,female,46-55,white or caucasian,pdaf,neutral_mel128
694,ears_dataset_processed/val/p055/emo_disappointment_freeform_0_160000.wav,p055,val,female,46-55,white or caucasian,pdaf,neutral_mel128
695,ears_dataset_processed/val/p055/emo_neutral_sentences_0_133265.wav,p055,val,female,46-55,white or caucasian,pdaf,neutral_mel128
696,ears_dataset_processed/val/p055/rainbow_05_whisper_0_160000.wav,p055,val,female,46-55,white or caucasian,pdaf,neutral_mel128
697,ears_dataset_processed/val/p055/freeform_speech_03_480000_640000.wav,p055,val,female,46-55,white or caucasian,pdaf,neutral_mel128
698,ears_dataset_processed/val/p055/rainbow_04_lowpitch_0_160000.wav,p055,val,female,46-55,white or caucasian,pdaf,neutral_mel128
699,ears_dataset_processed/val/p055/freeform_speech_05_160000_320000.wav,p055,val,female,46-55,white or caucasian,pdaf,neutral_mel128
700,ears_dataset_processed/val/p055/emo_serenity_sentences_0_160000.wav,p055,val,female,46-55,white or caucasian,pdaf,neutral_mel128
701,ears_dataset_processed/val/p055/rainbow_06_loud_0_160000.wav,p055,val,female,46-55,white or caucasian,pdaf,neutral_mel128
702,ears_dataset_processed/val/p055/rainbow_03_loud_0_160000.wav,p055,val,female,46-55,white or caucasian,pdaf,neutral_mel128
703,ears_dataset_processed/val/p055/emo_contentment_freeform_0_160000.wav,p055,val,female,46-55,white or caucasian,pdaf,neutral_mel128
704,ears_dataset_processed/val/p055/rainbow_01_whisper_0_160000.wav,p055,val,female,46-55,white or caucasian,pdaf,neutral_mel128
705,ears_dataset_processed/val/p055/rainbow_04_loud_0_160000.wav,p055,val,female,46-55,white or caucasian,pdaf,neutral_mel128
706,ears_dataset_processed/val/p055/freeform_speech_05_800000_960000.wav,p055,val,female,46-55,white or caucasian,pdaf,neutral_mel128
707,ears_dataset_processed/val/p055/sentences_01_lowpitch_0_160000.wav,p055,val,female,46-55,white or caucasian,pdaf,neutral_mel128
708,ears_dataset_processed/val/p055/rainbow_07_lowpitch_0_160000.wav,p055,val,female,46-55,white or caucasian,pdaf,neutral_mel128
709,ears_dataset_processed/val/p055/emo_interest_freeform_0_160000.wav,p055,val,female,46-55,white or caucasian,pdaf,neutral_mel128
710,ears_dataset_processed/val/p055/sentences_01_loud_0_160000.wav,p055,val,female,46-55,white or caucasian,pdaf,neutral_mel128
711,ears_dataset_processed/val/p055/freeform_speech_06_0_160000.wav,p055,val,female,46-55,white or caucasian,pdaf,neutral_mel128
712,ears_dataset_processed/val/p071/sentences_10_fast_0_160000.wav,p071,val,male,18-25,black or african american,pdaf,neutral_mel128
713,ears_dataset_processed/val/p071/freeform_speech_02_1120000_1280000.wav,p071,val,male,18-25,black or african american,pdaf,neutral_mel128
714,ears_dataset_processed/val/p071/rainbow_07_highpitch_0_160000.wav,p071,val,male,18-25,black or african american,pdaf,neutral_mel128
715,ears_dataset_processed/val/p071/freeform_speech_05_0_160000.wav,p071,val,male,18-25,black or african american,pdaf,neutral_mel128
716,ears_dataset_processed/val/p071/rainbow_05_regular_0_160000.wav,p071,val,male,18-25,black or african american,pdaf,neutral_mel128
717,ears_dataset_processed/val/p071/freeform_speech_01_1920000_2080000.wav,p071,val,male,18-25,black or african american,pdaf,neutral_mel128
718,ears_dataset_processed/val/p071/freeform_speech_02_0_160000.wav,p071,val,male,18-25,black or african american,pdaf,neutral_mel128
719,ears_dataset_processed/val/p071/interjection_greetings_0_160000.wav,p071,val,male,18-25,black or african american,pdaf,neutral_mel128
720,ears_dataset_processed/val/p071/freeform_speech_02_320000_480000.wav,p071,val,male,18-25,black or african american,pdaf,neutral_mel128
721,ears_dataset_processed/val/p071/emo_extasy_sentences_0_152616.wav,p071,val,male,18-25,black or african american,pdaf,neutral_mel128
722,ears_dataset_processed/val/p071/freeform_speech_02_2560000_2720000.wav,p071,val,male,18-25,black or african american,pdaf,neutral_mel128
723,ears_dataset_processed/val/p071/rainbow_05_fast_0_160000.wav,p071,val,male,18-25,black or african american,pdaf,neutral_mel128
724,ears_dataset_processed/val/p071/emo_disgust_sentences_0_157069.wav,p071,val,male,18-25,black or african american,pdaf,neutral_mel128
725,ears_dataset_processed/val/p071/freeform_speech_03_960000_1120000.wav,p071,val,male,18-25,black or african american,pdaf,neutral_mel128
726,ears_dataset_processed/val/p071/emo_extasy_freeform_0_160000.wav,p071,val,male,18-25,black or african american,pdaf,neutral_mel128
727,ears_dataset_processed/val/p071/freeform_speech_02_2080000_2240000.wav,p071,val,male,18-25,black or african american,pdaf,neutral_mel128
728,ears_dataset_processed/val/p071/freeform_speech_04_2080000_2240000.wav,p071,val,male,18-25,black or african american,pdaf,neutral_mel128
729,ears_dataset_processed/val/p071/freeform_speech_06_1280000_1440000.wav,p071,val,male,18-25,black or african american,pdaf,neutral_mel128
730,ears_dataset_processed/val/p071/freeform_speech_06_960000_1120000.wav,p071,val,male,18-25,black or african american,pdaf,neutral_mel128
731,ears_dataset_processed/val/p071/rainbow_08_slow_160000_320000.wav,p071,val,male,18-25,black or african american,pdaf,neutral_mel128
732,ears_dataset_processed/val/p071/freeform_speech_03_2080000_2240000.wav,p071,val,male,18-25,black or african american,pdaf,neutral_mel128
733,ears_dataset_processed/val/p071/emo_embarassment_freeform_0_160000.wav,p071,val,male,18-25,black or african american,pdaf,neutral_mel128
734,ears_dataset_processed/val/p071/emo_desire_sentences_0_160000.wav,p071,val,male,18-25,black or african american,pdaf,neutral_mel128
735,ears_dataset_processed/val/p071/freeform_speech_05_1120000_1280000.wav,p071,val,male,18-25,black or african american,pdaf,neutral_mel128
736,ears_dataset_processed/val/p071/sentences_03_whisper_0_160000.wav,p071,val,male,18-25,black or african american,pdaf,neutral_mel128
737,ears_dataset_processed/val/p071/rainbow_08_loud_0_160000.wav,p071,val,male,18-25,black or african american,pdaf,neutral_mel128
738,ears_dataset_processed/val/p071/rainbow_03_slow_0_160000.wav,p071,val,male,18-25,black or african american,pdaf,neutral_mel128
739,ears_dataset_processed/val/p071/sentences_08_slow_160000_320000.wav,p071,val,male,18-25,black or african american,pdaf,neutral_mel128
740,ears_dataset_processed/val/p071/emo_anger_freeform_0_160000.wav,p071,val,male,18-25,black or african american,pdaf,neutral_mel128
741,ears_dataset_processed/val/p071/rainbow_06_slow_0_160000.wav,p071,val,male,18-25,black or african american,pdaf,neutral_mel128
742,ears_dataset_processed/val/p071/emo_confusion_sentences_0_129680.wav,p071,val,male,18-25,black or african american,pdaf,neutral_mel128
743,ears_dataset_processed/val/p071/sentences_22_regular_0_160000.wav,p071,val,male,18-25,black or african american,pdaf,neutral_mel128
744,ears_dataset_processed/val/p071/freeform_speech_02_1440000_1600000.wav,p071,val,male,18-25,black or african american,pdaf,neutral_mel128
745,ears_dataset_processed/val/p071/rainbow_08_whisper_160000_320000.wav,p071,val,male,18-25,black or african american,pdaf,neutral_mel128
746,ears_dataset_processed/val/p071/freeform_speech_05_1280000_1440000.wav,p071,val,male,18-25,black or african american,pdaf,neutral_mel128
747,ears_dataset_processed/val/p071/rainbow_05_highpitch_0_160000.wav,p071,val,male,18-25,black or african american,pdaf,neutral_mel128
748,ears_dataset_processed/val/p071/rainbow_03_fast_0_160000.wav,p071,val,male,18-25,black or african american,pdaf,neutral_mel128
749,ears_dataset_processed/val/p071/emo_guilt_sentences_0_141067.wav,p071,val,male,18-25,black or african american,pdaf,neutral_mel128
750,ears_dataset_processed/val/p071/freeform_speech_06_2560000_2720000.wav,p071,val,male,18-25,black or african american,pdaf,neutral_mel128
751,ears_dataset_processed/val/p071/rainbow_01_whisper_0_151827.wav,p071,val,male,18-25,black or african american,pdaf,neutral_mel128
752,ears_dataset_processed/val/p071/emo_serenity_freeform_0_160000.wav,p071,val,male,18-25,black or african american,pdaf,neutral_mel128
753,ears_dataset_processed/val/p071/sentences_01_highpitch_0_160000.wav,p071,val,male,18-25,black or african american,pdaf,neutral_mel128
754,ears_dataset_processed/val/p071/rainbow_05_whisper_0_160000.wav,p071,val,male,18-25,black or african american,pdaf,neutral_mel128
755,ears_dataset_processed/val/p071/emo_relief_freeform_160000_320000.wav,p071,val,male,18-25,black or african american,pdaf,neutral_mel128
756,ears_dataset_processed/val/p071/rainbow_02_lowpitch_0_160000.wav,p071,val,male,18-25,black or african american,pdaf,neutral_mel128
757,ears_dataset_processed/val/p071/sentences_07_slow_160000_320000.wav,p071,val,male,18-25,black or african american,pdaf,neutral_mel128
758,ears_dataset_processed/val/p071/freeform_speech_03_0_160000.wav,p071,val,male,18-25,black or african american,pdaf,neutral_mel128
759,ears_dataset_processed/val/p071/rainbow_06_loud_0_160000.wav,p071,val,male,18-25,black or african american,pdaf,neutral_mel128
760,ears_dataset_processed/val/p071/emo_contentment_freeform_0_160000.wav,p071,val,male,18-25,black or african american,pdaf,neutral_mel128
761,ears_dataset_processed/val/p071/freeform_speech_04_0_160000.wav,p071,val,male,18-25,black or african american,pdaf,neutral_mel128
762,ears_dataset_processed/val/p071/sentences_23_regular_0_160000.wav,p071,val,male,18-25,black or african american,pdaf,neutral_mel128
763,ears_dataset_processed/val/p071/sentences_01_whisper_0_160000.wav,p071,val,male,18-25,black or african american,pdaf,neutral_mel128
764,ears_dataset_processed/val/p071/rainbow_01_lowpitch_0_160000.wav,p071,val,male,18-25,black or african american,pdaf,neutral_mel128
765,ears_dataset_processed/val/p071/sentences_01_loud_0_160000.wav,p071,val,male,18-25,black or african american,pdaf,neutral_mel128
766,ears_dataset_processed/val/p071/interjection_anger_0_160000.wav,p071,val,male,18-25,black or african american,pdaf,neutral_mel128
767,ears_dataset_processed/val/p071/emo_sadness_sentences_0_160000.wav,p071,val,male,18-25,black or african american,pdaf,neutral_mel128
768,ears_dataset_processed/val/p023/freeform_speech_02_640000_800000.wav,p023,val,male,26-35,white or caucasian,pdaf,neutral_mel128
769,ears_dataset_processed/val/p023/freeform_speech_05_0_160000.wav,p023,val,male,26-35,white or caucasian,pdaf,neutral_mel128
770,ears_dataset_processed/val/p023/emo_realization_freeform_0_160000.wav,p023,val,male,26-35,white or caucasian,pdaf,neutral_mel128
771,ears_dataset_processed/val/p023/rainbow_06_regular_0_160000.wav,p023,val,male,26-35,white or caucasian,pdaf,neutral_mel128
772,ears_dataset_processed/val/p023/sentences_08_slow_0_160000.wav,p023,val,male,26-35,white or caucasian,pdaf,neutral_mel128
773,ears_dataset_processed/val/p023/emo_desire_sentences_0_135273.wav,p023,val,male,26-35,white or caucasian,pdaf,neutral_mel128
774,ears_dataset_processed/val/p023/freeform_speech_02_2560000_2720000.wav,p023,val,male,26-35,white or caucasian,pdaf,neutral_mel128
775,ears_dataset_processed/val/p023/freeform_speech_05_640000_800000.wav,p023,val,male,26-35,white or caucasian,pdaf,neutral_mel128
776,ears_dataset_processed/val/p023/emo_disgust_sentences_0_160000.wav,p023,val,male,26-35,white or caucasian,pdaf,neutral_mel128
777,ears_dataset_processed/val/p023/freeform_speech_03_960000_1120000.wav,p023,val,male,26-35,white or caucasian,pdaf,neutral_mel128
778,ears_dataset_processed/val/p023/emo_extasy_freeform_0_160000.wav,p023,val,male,26-35,white or caucasian,pdaf,neutral_mel128
779,ears_dataset_processed/val/p023/sentences_11_highpitch_0_160000.wav,p023,val,male,26-35,white or caucasian,pdaf,neutral_mel128
780,ears_dataset_processed/val/p023/sentences_15_regular_0_157092.wav,p023,val,male,26-35,white or caucasian,pdaf,neutral_mel128
781,ears_dataset_processed/val/p023/rainbow_03_whisper_0_160000.wav,p023,val,male,26-35,white or caucasian,pdaf,neutral_mel128
782,ears_dataset_processed/val/p023/rainbow_04_regular_0_160000.wav,p023,val,male,26-35,white or caucasian,pdaf,neutral_mel128
783,ears_dataset_processed/val/p023/freeform_speech_02_800000_960000.wav,p023,val,male,26-35,white or caucasian,pdaf,neutral_mel128
784,ears_dataset_processed/val/p023/freeform_speech_05_1760000_1920000.wav,p023,val,male,26-35,white or caucasian,pdaf,neutral_mel128
785,ears_dataset_processed/val/p023/rainbow_03_regular_0_160000.wav,p023,val,male,26-35,white or caucasian,pdaf,neutral_mel128
786,ears_dataset_processed/val/p023/emo_neutral_sentences_0_160000.wav,p023,val,male,26-35,white or caucasian,pdaf,neutral_mel128
787,ears_dataset_processed/val/p023/emo_anger_freeform_0_160000.wav,p023,val,male,26-35,white or caucasian,pdaf,neutral_mel128
788,ears_dataset_processed/val/p023/rainbow_02_fast_0_130044.wav,p023,val,male,26-35,white or caucasian,pdaf,neutral_mel128
789,ears_dataset_processed/val/p023/emo_extasy_sentences_0_140432.wav,p023,val,male,26-35,white or caucasian,pdaf,neutral_mel128
790,ears_dataset_processed/val/p023/sentences_22_regular_0_160000.wav,p023,val,male,26-35,white or caucasian,pdaf,neutral_mel128
791,ears_dataset_processed/val/p023/freeform_speech_05_1440000_1600000.wav,p023,val,male,26-35,white or caucasian,pdaf,neutral_mel128
792,ears_dataset_processed/val/p023/sentences_02_lowpitch_0_160000.wav,p023,val,male,26-35,white or caucasian,pdaf,neutral_mel128
793,ears_dataset_processed/val/p023/emo_disappointment_freeform_0_160000.wav,p023,val,male,26-35,white or caucasian,pdaf,neutral_mel128
794,ears_dataset_processed/val/p023/freeform_speech_06_1120000_1280000.wav,p023,val,male,26-35,white or caucasian,pdaf,neutral_mel128
795,ears_dataset_processed/val/p023/emo_serenity_sentences_0_157780.wav,p023,val,male,26-35,white or caucasian,pdaf,neutral_mel128
796,ears_dataset_processed/val/p023/rainbow_06_whisper_0_160000.wav,p023,val,male,26-35,white or caucasian,pdaf,neutral_mel128
797,ears_dataset_processed/val/p023/emo_confusion_sentences_0_126081.wav,p023,val,male,26-35,white or caucasian,pdaf,neutral_mel128
798,ears_dataset_processed/val/p023/rainbow_04_lowpitch_0_160000.wav,p023,val,male,26-35,white or caucasian,pdaf,neutral_mel128
799,ears_dataset_processed/val/p023/rainbow_06_fast_0_119406.wav,p023,val,male,26-35,white or caucasian,pdaf,neutral_mel128
800,ears_dataset_processed/val/p023/freeform_speech_03_320000_480000.wav,p023,val,male,26-35,white or caucasian,pdaf,neutral_mel128
801,ears_dataset_processed/val/p023/sentences_01_slow_0_160000.wav,p023,val,male,26-35,white or caucasian,pdaf,neutral_mel128
802,ears_dataset_processed/val/p023/emo_disgust_freeform_0_160000.wav,p023,val,male,26-35,white or caucasian,pdaf,neutral_mel128
803,ears_dataset_processed/val/p023/rainbow_03_loud_0_160000.wav,p023,val,male,26-35,white or caucasian,pdaf,neutral_mel128
804,ears_dataset_processed/val/p023/emo_contentment_freeform_0_160000.wav,p023,val,male,26-35,white or caucasian,pdaf,neutral_mel128
805,ears_dataset_processed/val/p023/freeform_speech_01_2240000_2400000.wav,p023,val,male,26-35,white or caucasian,pdaf,neutral_mel128
806,ears_dataset_processed/val/p023/freeform_speech_04_2400000_2560000.wav,p023,val,male,26-35,white or caucasian,pdaf,neutral_mel128
807,ears_dataset_processed/val/p023/freeform_speech_05_800000_960000.wav,p023,val,male,26-35,white or caucasian,pdaf,neutral_mel128
808,ears_dataset_processed/val/p023/freeform_speech_02_1600000_1760000.wav,p023,val,male,26-35,white or caucasian,pdaf,neutral_mel128
809,ears_dataset_processed/val/p023/freeform_speech_03_2720000_2880000.wav,p023,val,male,26-35,white or caucasian,pdaf,neutral_mel128
810,ears_dataset_processed/val/p023/emo_interest_freeform_0_160000.wav,p023,val,male,26-35,white or caucasian,pdaf,neutral_mel128
811,ears_dataset_processed/val/p023/sentences_01_loud_0_160000.wav,p023,val,male,26-35,white or caucasian,pdaf,neutral_mel128
812,ears_dataset_processed/val/p023/freeform_speech_01_1440000_1600000.wav,p023,val,male,26-35,white or caucasian,pdaf,neutral_mel128
813,ears_dataset_processed/val/p023/sentences_01_regular_0_160000.wav,p023,val,male,26-35,white or caucasian,pdaf,neutral_mel128
814,ears_dataset_processed/val/p023/freeform_speech_05_480000_640000.wav,p023,val,male,26-35,white or caucasian,pdaf,neutral_mel128
815,ears_dataset_processed/val/p023/rainbow_06_lowpitch_0_160000.wav,p023,val,male,26-35,white or caucasian,pdaf,neutral_mel128
816,ears_dataset_processed/val/p023/freeform_speech_03_640000_800000.wav,p023,val,male,26-35,white or caucasian,pdaf,neutral_mel128
817,ears_dataset_processed/val/p023/freeform_speech_06_0_160000.wav,p023,val,male,26-35,white or caucasian,pdaf,neutral_mel128
818,ears_dataset_processed/val/p023/interjection_greetings_0_144818.wav,p023,val,male,26-35,white or caucasian,pdaf,neutral_mel128
819,ears_dataset_processed/val/p010/sentences_10_fast_0_160000.wav,p010,val,male,36-45,black or african american,pdaf,neutral_mel128
820,ears_dataset_processed/val/p010/sentences_02_whisper_0_160000.wav,p010,val,male,36-45,black or african american,pdaf,neutral_mel128
821,ears_dataset_processed/val/p010/freeform_speech_02_640000_800000.wav,p010,val,male,36-45,black or african american,pdaf,neutral_mel128
822,ears_dataset_processed/val/p010/rainbow_07_highpitch_0_160000.wav,p010,val,male,36-45,black or african american,pdaf,neutral_mel128
823,ears_dataset_processed/val/p010/emo_extasy_sentences_0_160000.wav,p010,val,male,36-45,black or african american,pdaf,neutral_mel128
824,ears_dataset_processed/val/p010/freeform_speech_05_0_160000.wav,p010,val,male,36-45,black or african american,pdaf,neutral_mel128
825,ears_dataset_processed/val/p010/freeform_speech_06_480000_640000.wav,p010,val,male,36-45,black or african american,pdaf,neutral_mel128
826,ears_dataset_processed/val/p010/rainbow_05_regular_0_160000.wav,p010,val,male,36-45,black or african american,pdaf,neutral_mel128
827,ears_dataset_processed/val/p010/freeform_speech_02_1760000_1920000.wav,p010,val,male,36-45,black or african american,pdaf,neutral_mel128
828,ears_dataset_processed/val/p010/sentences_08_slow_0_160000.wav,p010,val,male,36-45,black or african american,pdaf,neutral_mel128
829,ears_dataset_processed/val/p010/sentences_02_loud_0_160000.wav,p010,val,male,36-45,black or african american,pdaf,neutral_mel128
830,ears_dataset_processed/val/p010/freeform_speech_02_480000_640000.wav,p010,val,male,36-45,black or african american,pdaf,neutral_mel128
831,ears_dataset_processed/val/p010/rainbow_07_regular_0_160000.wav,p010,val,male,36-45,black or african american,pdaf,neutral_mel128
832,ears_dataset_processed/val/p010/rainbow_08_lowpitch_0_160000.wav,p010,val,male,36-45,black or african american,pdaf,neutral_mel128
833,ears_dataset_processed/val/p010/interjection_agreement_0_160000.wav,p010,val,male,36-45,black or african american,pdaf,neutral_mel128
834,ears_dataset_processed/val/p010/rainbow_05_fast_0_160000.wav,p010,val,male,36-45,black or african american,pdaf,neutral_mel128
835,ears_dataset_processed/val/p010/emo_disgust_sentences_0_160000.wav,p010,val,male,36-45,black or african american,pdaf,neutral_mel128
836,ears_dataset_processed/val/p010/emo_extasy_freeform_0_160000.wav,p010,val,male,36-45,black or african american,pdaf,neutral_mel128
837,ears_dataset_processed/val/p010/freeform_speech_06_1760000_1920000.wav,p010,val,male,36-45,black or african american,pdaf,neutral_mel128
838,ears_dataset_processed/val/p010/freeform_speech_02_2080000_2240000.wav,p010,val,male,36-45,black or african american,pdaf,neutral_mel128
839,ears_dataset_processed/val/p010/freeform_speech_04_2080000_2240000.wav,p010,val,male,36-45,black or african american,pdaf,neutral_mel128
840,ears_dataset_processed/val/p010/rainbow_08_lowpitch_160000_320000.wav,p010,val,male,36-45,black or african american,pdaf,neutral_mel128
841,ears_dataset_processed/val/p010/freeform_speech_05_1120000_1280000.wav,p010,val,male,36-45,black or african american,pdaf,neutral_mel128
842,ears_dataset_processed/val/p010/sentences_03_whisper_0_160000.wav,p010,val,male,36-45,black or african american,pdaf,neutral_mel128
843,ears_dataset_processed/val/p010/rainbow_03_regular_0_160000.wav,p010,val,male,36-45,black or african american,pdaf,neutral_mel128
844,ears_dataset_processed/val/p010/freeform_speech_01_0_160000.wav,p010,val,male,36-45,black or african american,pdaf,neutral_mel128
845,ears_dataset_processed/val/p010/emo_neutral_sentences_0_160000.wav,p010,val,male,36-45,black or african american,pdaf,neutral_mel128
846,ears_dataset_processed/val/p010/emo_anger_freeform_0_160000.wav,p010,val,male,36-45,black or african american,pdaf,neutral_mel128
847,ears_dataset_processed/val/p010/rainbow_02_whisper_0_160000.wav,p010,val,male,36-45,black or african american,pdaf,neutral_mel128
848,ears_dataset_processed/val/p010/emo_desire_sentences_0_138586.wav,p010,val,male,36-45,black or african american,pdaf,neutral_mel128
