embedding_id,source_prefix,audio_path,resolved_audio_path,resolution_method,n_examples
6021,ears_dataset_processed,ears_dataset_processed/train/p004/freeform_speech_06_1120000_1280000.wav,tears_audio/p004/freeform_speech_06.wav,ears_raw_segment,3
6022,ears_dataset_processed,ears_dataset_processed/train/p004/emo_serenity_freeform_0_160000.wav,tears_audio/p004/emo_serenity_freeform.wav,ears_raw_segment,3
6023,ears_dataset_processed,ears_dataset_processed/train/p004/sentences_15_regular_0_160000.wav,tears_audio/p004/sentences_15_regular.wav,ears_raw_segment,3
6024,ears_dataset_processed,ears_dataset_processed/train/p004/sentences_18_regular_0_160000.wav,tears_audio/p004/sentences_18_regular.wav,ears_raw_segment,3
6025,ears_dataset_processed,ears_dataset_processed/train/p004/freeform_speech_05_960000_1120000.wav,tears_audio/p004/freeform_speech_05.wav,ears_raw_segment,3
6026,ears_dataset_processed,ears_dataset_processed/train/p004/melodic_happy_birthday_0_160000.wav,tears_audio/p004/melodic_happy_birthday.wav,ears_raw_segment,3
6027,ears_dataset_processed,ears_dataset_processed/train/p004/freeform_speech_06_640000_800000.wav,tears_audio/p004/freeform_speech_06.wav,ears_raw_segment,3
6028,ears_dataset_processed,ears_dataset_processed/train/p004/sentences_01_highpitch_0_160000.wav,tears_audio/p004/sentences_01_highpitch.wav,ears_raw_segment,3
6029,ears_dataset_processed,ears_dataset_processed/train/p004/rainbow_05_whisper_0_160000.wav,tears_audio/p004/rainbow_05_whisper.wav,ears_raw_segment,3
6030,ears_dataset_processed,ears_dataset_processed/train/p004/freeform_speech_04_1440000_1600000.wav,tears_audio/p004/freeform_speech_04.wav,ears_raw_segment,3
6031,ears_dataset_processed,ears_dataset_processed/train/p004/sentences_14_lowpitch_0_160000.wav,tears_audio/p004/sentences_14_lowpitch.wav,ears_raw_segment,3
6032,ears_dataset_processed,ears_dataset_processed/train/p004/rainbow_02_lowpitch_0_160000.wav,tears_audio/p004/rainbow_02_lowpitch.wav,ears_raw_segment,3
6033,ears_dataset_processed,ears_dataset_processed/train/p004/emo_disappointment_sentences_0_158971.wav,tears_audio/p004/emo_disappointment_sentences.wav,ears_raw_segment,3
6034,ears_dataset_processed,ears_dataset_processed/train/p004/rainbow_01_regular_0_159971.wav,tears_audio/p004/rainbow_01_regular.wav,ears_raw_segment,3
6035,ears_dataset_processed,ears_dataset_processed/train/p004/freeform_speech_03_480000_640000.wav,tears_audio/p004/freeform_speech_03.wav,ears_raw_segment,3
6036,ears_dataset_processed,ears_dataset_processed/train/p004/rainbow_01_loud_0_160000.wav,tears_audio/p004/rainbow_01_loud.wav,ears_raw_segment,3
6037,ears_dataset_processed,ears_dataset_processed/train/p004/freeform_speech_01_1600000_1760000.wav,tears_audio/p004/freeform_speech_01.wav,ears_raw_segment,3
6038,ears_dataset_processed,ears_dataset_processed/train/p004/sentences_07_slow_160000_320000.wav,tears_audio/p004/sentences_07_slow.wav,ears_raw_segment,3
6039,ears_dataset_processed,ears_dataset_processed/train/p004/emo_pain_sentences_0_160000.wav,tears_audio/p004/emo_pain_sentences.wav,ears_raw_segment,3
6040,ears_dataset_processed,ears_dataset_processed/train/p004/sentences_07_slow_0_160000.wav,tears_audio/p004/sentences_07_slow.wav,ears_raw_segment,3
6041,ears_dataset_processed,ears_dataset_processed/train/p004/rainbow_04_lowpitch_0_160000.wav,tears_audio/p004/rainbow_04_lowpitch.wav,ears_raw_segment,3
6042,ears_dataset_processed,ears_dataset_processed/train/p004/freeform_speech_03_0_160000.wav,tears_audio/p004/freeform_speech_03.wav,ears_raw_segment,3
6043,ears_dataset_processed,ears_dataset_processed/train/p004/emo_pride_sentences_0_160000.wav,tears_audio/p004/emo_pride_sentences.wav,ears_raw_segment,3
6044,ears_dataset_processed,ears_dataset_processed/train/p004/freeform_speech_05_160000_320000.wav,tears_audio/p004/freeform_speech_05.wav,ears_raw_segment,3
6045,ears_dataset_processed,ears_dataset_processed/train/p004/freeform_speech_01_640000_800000.wav,tears_audio/p004/freeform_speech_01.wav,ears_raw_segment,3
6046,ears_dataset_processed,ears_dataset_processed/train/p004/freeform_speech_04_1280000_1440000.wav,tears_audio/p004/freeform_speech_04.wav,ears_raw_segment,3
6047,ears_dataset_processed,ears_dataset_processed/train/p004/rainbow_06_loud_0_160000.wav,tears_audio/p004/rainbow_06_loud.wav,ears_raw_segment,3
6048,ears_dataset_processed,ears_dataset_processed/train/p004/freeform_speech_03_320000_480000.wav,tears_audio/p004/freeform_speech_03.wav,ears_raw_segment,3
6049,ears_dataset_processed,ears_dataset_processed/train/p004/freeform_speech_04_320000_480000.wav,tears_audio/p004/freeform_speech_04.wav,ears_raw_segment,3
6050,ears_dataset_processed,ears_dataset_processed/train/p004/rainbow_03_loud_0_160000.wav,tears_audio/p004/rainbow_03_loud.wav,ears_raw_segment,3
6051,ears_dataset_processed,ears_dataset_processed/train/p004/sentences_02_slow_0_160000.wav,tears_audio/p004/sentences_02_slow.wav,ears_raw_segment,3
6052,ears_dataset_processed,ears_dataset_processed/train/p004/freeform_speech_01_2240000_2400000.wav,tears_audio/p004/freeform_speech_01.wav,ears_raw_segment,3
6053,ears_dataset_processed,ears_dataset_processed/train/p004/freeform_speech_03_160000_320000.wav,tears_audio/p004/freeform_speech_03.wav,ears_raw_segment,3
6054,ears_dataset_processed,ears_dataset_processed/train/p004/rainbow_05_loud_0_160000.wav,tears_audio/p004/rainbow_05_loud.wav,ears_raw_segment,3
6055,ears_dataset_processed,ears_dataset_processed/train/p004/freeform_speech_01_160000_320000.wav,tears_audio/p004/freeform_speech_01.wav,ears_raw_segment,3
6056,ears_dataset_processed,ears_dataset_processed/train/p004/freeform_speech_04_0_160000.wav,tears_audio/p004/freeform_speech_04.wav,ears_raw_segment,3
6057,ears_dataset_processed,ears_dataset_processed/train/p004/freeform_speech_04_160000_320000.wav,tears_audio/p004/freeform_speech_04.wav,ears_raw_segment,3
6058,ears_dataset_processed,ears_dataset_processed/train/p004/freeform_speech_04_2400000_2560000.wav,tears_audio/p004/freeform_speech_04.wav,ears_raw_segment,3
6059,ears_dataset_processed,ears_dataset_processed/train/p004/freeform_speech_01_800000_960000.wav,tears_audio/p004/freeform_speech_01.wav,ears_raw_segment,3
6060,ears_dataset_processed,ears_dataset_processed/train/p004/sentences_02_highpitch_0_160000.wav,tears_audio/p004/sentences_02_highpitch.wav,ears_raw_segment,3
6061,ears_dataset_processed,ears_dataset_processed/train/p004/freeform_speech_04_1760000_1920000.wav,tears_audio/p004/freeform_speech_04.wav,ears_raw_segment,3
6062,ears_dataset_processed,ears_dataset_processed/train/p004/rainbow_01_whisper_0_160000.wav,tears_audio/p004/rainbow_01_whisper.wav,ears_raw_segment,3
6063,ears_dataset_processed,ears_dataset_processed/train/p004/rainbow_04_loud_0_160000.wav,tears_audio/p004/rainbow_04_loud.wav,ears_raw_segment,3
6064,ears_dataset_processed,ears_dataset_processed/train/p004/freeform_speech_05_800000_960000.wav,tears_audio/p004/freeform_speech_05.wav,ears_raw_segment,3
6065,ears_dataset_processed,ears_dataset_processed/train/p004/emo_pride_freeform_0_142898.wav,tears_audio/p004/emo_pride_freeform.wav,ears_raw_segment,3
6066,ears_dataset_processed,ears_dataset_processed/train/p004/freeform_speech_01_1760000_1920000.wav,tears_audio/p004/freeform_speech_01.wav,ears_raw_segment,3
6067,ears_dataset_processed,ears_dataset_processed/train/p004/freeform_speech_02_1600000_1760000.wav,tears_audio/p004/freeform_speech_02.wav,ears_raw_segment,3
6068,ears_dataset_processed,ears_dataset_processed/train/p004/sentences_23_regular_0_160000.wav,tears_audio/p004/sentences_23_regular.wav,ears_raw_segment,3
6069,ears_dataset_processed,ears_dataset_processed/train/p004/sentences_01_lowpitch_0_160000.wav,tears_audio/p004/sentences_01_lowpitch.wav,ears_raw_segment,3
6070,ears_dataset_processed,ears_dataset_processed/train/p004/emo_contentment_sentences_0_128734.wav,tears_audio/p004/emo_contentment_sentences.wav,ears_raw_segment,3
6071,ears_dataset_processed,ears_dataset_processed/train/p004/freeform_speech_01_320000_480000.wav,tears_audio/p004/freeform_speech_01.wav,ears_raw_segment,3
6072,ears_dataset_processed,ears_dataset_processed/train/p004/rainbow_08_regular_160000_320000.wav,tears_audio/p004/rainbow_08_regular.wav,ears_raw_segment,3
6073,ears_dataset_processed,ears_dataset_processed/train/p004/freeform_speech_06_1920000_2080000.wav,tears_audio/p004/freeform_speech_06.wav,ears_raw_segment,3
6074,ears_dataset_processed,ears_dataset_processed/train/p004/sentences_01_whisper_0_160000.wav,tears_audio/p004/sentences_01_whisper.wav,ears_raw_segment,3
6075,ears_dataset_processed,ears_dataset_processed/train/p004/freeform_speech_06_800000_960000.wav,tears_audio/p004/freeform_speech_06.wav,ears_raw_segment,3
6076,ears_dataset_processed,ears_dataset_processed/train/p004/freeform_speech_05_1920000_2080000.wav,tears_audio/p004/freeform_speech_05.wav,ears_raw_segment,3
6077,ears_dataset_processed,ears_dataset_processed/train/p004/rainbow_01_lowpitch_0_160000.wav,tears_audio/p004/rainbow_01_lowpitch.wav,ears_raw_segment,3
6078,ears_dataset_processed,ears_dataset_processed/train/p004/rainbow_07_lowpitch_0_160000.wav,tears_audio/p004/rainbow_07_lowpitch.wav,ears_raw_segment,3
6079,ears_dataset_processed,ears_dataset_processed/train/p004/emo_adoration_sentences_0_160000.wav,tears_audio/p004/emo_adoration_sentences.wav,ears_raw_segment,3
6080,ears_dataset_processed,ears_dataset_processed/train/p004/emo_desire_freeform_0_160000.wav,tears_audio/p004/emo_desire_freeform.wav,ears_raw_segment,3
6081,ears_dataset_processed,ears_dataset_processed/train/p004/emo_guilt_freeform_0_160000.wav,tears_audio/p004/emo_guilt_freeform.wav,ears_raw_segment,3
6082,ears_dataset_processed,ears_dataset_processed/train/p004/interjection_congratulations_160000_320000.wav,tears_audio/p004/interjection_congratulations.wav,ears_raw_segment,3
6083,ears_dataset_processed,ears_dataset_processed/train/p004/rainbow_02_fast_0_160000.wav,tears_audio/p004/rainbow_02_fast.wav,ears_raw_segment,3
6084,ears_dataset_processed,ears_dataset_processed/train/p004/freeform_speech_05_2560000_2720000.wav,tears_audio/p004/freeform_speech_05.wav,ears_raw_segment,3
6085,ears_dataset_processed,ears_dataset_processed/train/p004/rainbow_04_whisper_0_160000.wav,tears_audio/p004/rainbow_04_whisper.wav,ears_raw_segment,3
6086,ears_dataset_processed,ears_dataset_processed/train/p004/freeform_speech_03_2720000_2880000.wav,tears_audio/p004/freeform_speech_03.wav,ears_raw_segment,3
6087,ears_dataset_processed,ears_dataset_processed/train/p004/rainbow_05_slow_0_160000.wav,tears_audio/p004/rainbow_05_slow.wav,ears_raw_segment,3
6088,ears_dataset_processed,ears_dataset_processed/train/p004/emo_distress_freeform_0_160000.wav,tears_audio/p004/emo_distress_freeform.wav,ears_raw_segment,3
6089,ears_dataset_processed,ears_dataset_processed/train/p004/emo_fear_sentences_0_160000.wav,tears_audio/p004/emo_fear_sentences.wav,ears_raw_segment,3
6090,ears_dataset_processed,ears_dataset_processed/train/p004/sentences_20_regular_0_160000.wav,tears_audio/p004/sentences_20_regular.wav,ears_raw_segment,3
6091,ears_dataset_processed,ears_dataset_processed/train/p004/emo_adoration_freeform_0_139234.wav,tears_audio/p004/emo_adoration_freeform.wav,ears_raw_segment,3
6092,ears_dataset_processed,ears_dataset_processed/train/p004/freeform_speech_03_1920000_2080000.wav,tears_audio/p004/freeform_speech_03.wav,ears_raw_segment,3
6093,ears_dataset_processed,ears_dataset_processed/train/p004/freeform_speech_02_2720000_2880000.wav,tears_audio/p004/freeform_speech_02.wav,ears_raw_segment,3
6094,ears_dataset_processed,ears_dataset_processed/train/p004/sentences_01_loud_0_160000.wav,tears_audio/p004/sentences_01_loud.wav,ears_raw_segment,3
6095,ears_dataset_processed,ears_dataset_processed/train/p004/freeform_speech_01_1440000_1600000.wav,tears_audio/p004/freeform_speech_01.wav,ears_raw_segment,3
6096,ears_dataset_processed,ears_dataset_processed/train/p004/freeform_speech_01_2560000_2720000.wav,tears_audio/p004/freeform_speech_01.wav,ears_raw_segment,3
6097,ears_dataset_processed,ears_dataset_processed/train/p004/interjection_anger_0_160000.wav,tears_audio/p004/interjection_anger.wav,ears_raw_segment,3
6098,ears_dataset_processed,ears_dataset_processed/train/p004/freeform_speech_01_1120000_1280000.wav,tears_audio/p004/freeform_speech_01.wav,ears_raw_segment,3
6099,ears_dataset_processed,ears_dataset_processed/train/p004/emo_anger_sentences_0_160000.wav,tears_audio/p004/emo_anger_sentences.wav,ears_raw_segment,3
6100,ears_dataset_processed,ears_dataset_processed/train/p004/emo_sadness_sentences_0_160000.wav,tears_audio/p004/emo_sadness_sentences.wav,ears_raw_segment,3
6101,ears_dataset_processed,ears_dataset_processed/train/p004/rainbow_06_lowpitch_0_160000.wav,tears_audio/p004/rainbow_06_lowpitch.wav,ears_raw_segment,3
6102,ears_dataset_processed,ears_dataset_processed/train/p004/freeform_speech_03_640000_800000.wav,tears_audio/p004/freeform_speech_03.wav,ears_raw_segment,3
6103,ears_dataset_processed,ears_dataset_processed/train/p004/freeform_speech_06_0_160000.wav,tears_audio/p004/freeform_speech_06.wav,ears_raw_segment,3
6104,ears_dataset_processed,ears_dataset_processed/train/p004/freeform_speech_01_1280000_1440000.wav,tears_audio/p004/freeform_speech_01.wav,ears_raw_segment,3
6105,ears_dataset_processed,ears_dataset_processed/train/p004/emo_fear_freeform_0_160000.wav,tears_audio/p004/emo_fear_freeform.wav,ears_raw_segment,3
6106,ears_dataset_processed,ears_dataset_processed/train/p053/freeform_speech_04_2720000_2880000.wav,tears_audio/p053/freeform_speech_04.wav,ears_raw_segment,3
6107,ears_dataset_processed,ears_dataset_processed/train/p053/sentences_10_fast_0_160000.wav,tears_audio/p053/sentences_10_fast.wav,ears_raw_segment,3
6108,ears_dataset_processed,ears_dataset_processed/train/p053/sentences_02_whisper_0_160000.wav,tears_audio/p053/sentences_02_whisper.wav,ears_raw_segment,3
6109,ears_dataset_processed,ears_dataset_processed/train/p053/sentences_02_regular_160000_320000.wav,tears_audio/p053/sentences_02_regular.wav,ears_raw_segment,3
6110,ears_dataset_processed,ears_dataset_processed/train/p053/sentences_17_regular_0_160000.wav,tears_audio/p053/sentences_17_regular.wav,ears_raw_segment,3
6111,ears_dataset_processed,ears_dataset_processed/train/p053/freeform_speech_02_1120000_1280000.wav,tears_audio/p053/freeform_speech_02.wav,ears_raw_segment,3
6112,ears_dataset_processed,ears_dataset_processed/train/p053/freeform_speech_02_640000_800000.wav,tears_audio/p053/freeform_speech_02.wav,ears_raw_segment,3
6113,ears_dataset_processed,ears_dataset_processed/train/p053/emo_relief_sentences_0_160000.wav,tears_audio/p053/emo_relief_sentences.wav,ears_raw_segment,3
6114,ears_dataset_processed,ears_dataset_processed/train/p053/freeform_speech_06_1440000_1600000.wav,tears_audio/p053/freeform_speech_06.wav,ears_raw_segment,3
6115,ears_dataset_processed,ears_dataset_processed/train/p053/freeform_speech_06_160000_320000.wav,tears_audio/p053/freeform_speech_06.wav,ears_raw_segment,3
6116,ears_dataset_processed,ears_dataset_processed/train/p053/emo_extasy_sentences_0_160000.wav,tears_audio/p053/emo_extasy_sentences.wav,ears_raw_segment,3
6117,ears_dataset_processed,ears_dataset_processed/train/p053/freeform_speech_04_800000_960000.wav,tears_audio/p053/freeform_speech_04.wav,ears_raw_segment,3
6118,ears_dataset_processed,ears_dataset_processed/train/p053/rainbow_08_fast_0_160000.wav,tears_audio/p053/rainbow_08_fast.wav,ears_raw_segment,3
6119,ears_dataset_processed,ears_dataset_processed/train/p053/freeform_speech_05_0_160000.wav,tears_audio/p053/freeform_speech_05.wav,ears_raw_segment,3
6120,ears_dataset_processed,ears_dataset_processed/train/p053/freeform_speech_06_2400000_2560000.wav,tears_audio/p053/freeform_speech_06.wav,ears_raw_segment,3
6121,ears_dataset_processed,ears_dataset_processed/train/p053/freeform_speech_03_1120000_1280000.wav,tears_audio/p053/freeform_speech_03.wav,ears_raw_segment,3
6122,ears_dataset_processed,ears_dataset_processed/train/p053/sentences_16_regular_0_160000.wav,tears_audio/p053/sentences_16_regular.wav,ears_raw_segment,3
6123,ears_dataset_processed,ears_dataset_processed/train/p053/freeform_speech_06_480000_640000.wav,tears_audio/p053/freeform_speech_06.wav,ears_raw_segment,3
6124,ears_dataset_processed,ears_dataset_processed/train/p053/rainbow_05_regular_0_160000.wav,tears_audio/p053/rainbow_05_regular.wav,ears_raw_segment,3
6125,ears_dataset_processed,ears_dataset_processed/train/p053/emo_realization_freeform_0_160000.wav,tears_audio/p053/emo_realization_freeform.wav,ears_raw_segment,3
6126,ears_dataset_processed,ears_dataset_processed/train/p053/rainbow_06_regular_0_160000.wav,tears_audio/p053/rainbow_06_regular.wav,ears_raw_segment,3
6127,ears_dataset_processed,ears_dataset_processed/train/p053/rainbow_05_lowpitch_0_160000.wav,tears_audio/p053/rainbow_05_lowpitch.wav,ears_raw_segment,3
6128,ears_dataset_processed,ears_dataset_processed/train/p053/rainbow_08_highpitch_0_160000.wav,tears_audio/p053/rainbow_08_highpitch.wav,ears_raw_segment,3
6129,ears_dataset_processed,ears_dataset_processed/train/p053/rainbow_07_whisper_160000_320000.wav,tears_audio/p053/rainbow_07_whisper.wav,ears_raw_segment,3
6130,ears_dataset_processed,ears_dataset_processed/train/p053/rainbow_08_whisper_0_160000.wav,tears_audio/p053/rainbow_08_whisper.wav,ears_raw_segment,3
6131,ears_dataset_processed,ears_dataset_processed/train/p053/freeform_speech_02_0_160000.wav,tears_audio/p053/freeform_speech_02.wav,ears_raw_segment,3
6132,ears_dataset_processed,ears_dataset_processed/train/p053/interjection_greetings_0_160000.wav,tears_audio/p053/interjection_greetings.wav,ears_raw_segment,3
6133,ears_dataset_processed,ears_dataset_processed/train/p053/freeform_speech_06_2080000_2240000.wav,tears_audio/p053/freeform_speech_06.wav,ears_raw_segment,3
6134,ears_dataset_processed,ears_dataset_processed/train/p053/freeform_speech_02_1760000_1920000.wav,tears_audio/p053/freeform_speech_02.wav,ears_raw_segment,3
6135,ears_dataset_processed,ears_dataset_processed/train/p053/freeform_speech_01_960000_1120000.wav,tears_audio/p053/freeform_speech_01.wav,ears_raw_segment,3
6136,ears_dataset_processed,ears_dataset_processed/train/p053/freeform_speech_01_480000_640000.wav,tears_audio/p053/freeform_speech_01.wav,ears_raw_segment,3
6137,ears_dataset_processed,ears_dataset_processed/train/p053/sentences_04_whisper_0_160000.wav,tears_audio/p053/sentences_04_whisper.wav,ears_raw_segment,3
6138,ears_dataset_processed,ears_dataset_processed/train/p053/freeform_speech_02_320000_480000.wav,tears_audio/p053/freeform_speech_02.wav,ears_raw_segment,3
6139,ears_dataset_processed,ears_dataset_processed/train/p053/sentences_02_loud_0_160000.wav,tears_audio/p053/sentences_02_loud.wav,ears_raw_segment,3
6140,ears_dataset_processed,ears_dataset_processed/train/p053/freeform_speech_02_480000_640000.wav,tears_audio/p053/freeform_speech_02.wav,ears_raw_segment,3
6141,ears_dataset_processed,ears_dataset_processed/train/p053/rainbow_08_slow_0_160000.wav,tears_audio/p053/rainbow_08_slow.wav,ears_raw_segment,3
6142,ears_dataset_processed,ears_dataset_processed/train/p053/rainbow_04_fast_0_160000.wav,tears_audio/p053/rainbow_04_fast.wav,ears_raw_segment,3
6143,ears_dataset_processed,ears_dataset_processed/train/p053/freeform_speech_03_1760000_1920000.wav,tears_audio/p053/freeform_speech_03.wav,ears_raw_segment,3
6144,ears_dataset_processed,ears_dataset_processed/train/p053/sentences_24_regular_0_160000.wav,tears_audio/p053/sentences_24_regular.wav,ears_raw_segment,3
6145,ears_dataset_processed,ears_dataset_processed/train/p053/rainbow_06_slow_160000_320000.wav,tears_audio/p053/rainbow_06_slow.wav,ears_raw_segment,3
6146,ears_dataset_processed,ears_dataset_processed/train/p053/freeform_speech_05_2240000_2400000.wav,tears_audio/p053/freeform_speech_05.wav,ears_raw_segment,3
6147,ears_dataset_processed,ears_dataset_processed/train/p053/freeform_speech_04_640000_800000.wav,tears_audio/p053/freeform_speech_04.wav,ears_raw_segment,3
6148,ears_dataset_processed,ears_dataset_processed/train/p053/rainbow_07_regular_0_160000.wav,tears_audio/p053/rainbow_07_regular.wav,ears_raw_segment,3
6149,ears_dataset_processed,ears_dataset_processed/train/p053/freeform_speech_04_2240000_2400000.wav,tears_audio/p053/freeform_speech_04.wav,ears_raw_segment,3
6150,ears_dataset_processed,ears_dataset_processed/train/p053/sentences_01_fast_0_160000.wav,tears_audio/p053/sentences_01_fast.wav,ears_raw_segment,3
6151,ears_dataset_processed,ears_dataset_processed/train/p053/rainbow_08_lowpitch_0_160000.wav,tears_audio/p053/rainbow_08_lowpitch.wav,ears_raw_segment,3
6152,ears_dataset_processed,ears_dataset_processed/train/p053/freeform_speech_02_2560000_2720000.wav,tears_audio/p053/freeform_speech_02.wav,ears_raw_segment,3
6153,ears_dataset_processed,ears_dataset_processed/train/p053/rainbow_05_fast_0_160000.wav,tears_audio/p053/rainbow_05_fast.wav,ears_raw_segment,3
6154,ears_dataset_processed,ears_dataset_processed/train/p053/emo_amazement_freeform_0_160000.wav,tears_audio/p053/emo_amazement_freeform.wav,ears_raw_segment,3
6155,ears_dataset_processed,ears_dataset_processed/train/p053/freeform_speech_05_640000_800000.wav,tears_audio/p053/freeform_speech_05.wav,ears_raw_segment,3
6156,ears_dataset_processed,ears_dataset_processed/train/p053/freeform_speech_04_1600000_1760000.wav,tears_audio/p053/freeform_speech_04.wav,ears_raw_segment,3
6157,ears_dataset_processed,ears_dataset_processed/train/p053/freeform_speech_06_2720000_2880000.wav,tears_audio/p053/freeform_speech_06.wav,ears_raw_segment,3
6158,ears_dataset_processed,ears_dataset_processed/train/p053/freeform_speech_05_1600000_1760000.wav,tears_audio/p053/freeform_speech_05.wav,ears_raw_segment,3
6159,ears_dataset_processed,ears_dataset_processed/train/p053/emo_disgust_sentences_0_160000.wav,tears_audio/p053/emo_disgust_sentences.wav,ears_raw_segment,3
6160,ears_dataset_processed,ears_dataset_processed/train/p053/sentences_02_slow_160000_320000.wav,tears_audio/p053/sentences_02_slow.wav,ears_raw_segment,3
6161,ears_dataset_processed,ears_dataset_processed/train/p053/emo_cuteness_sentences_0_139294.wav,tears_audio/p053/emo_cuteness_sentences.wav,ears_raw_segment,3
6162,ears_dataset_processed,ears_dataset_processed/train/p053/rainbow_02_slow_160000_320000.wav,tears_audio/p053/rainbow_02_slow.wav,ears_raw_segment,3
6163,ears_dataset_processed,ears_dataset_processed/train/p053/freeform_speech_05_2720000_2880000.wav,tears_audio/p053/freeform_speech_05.wav,ears_raw_segment,3
6164,ears_dataset_processed,ears_dataset_processed/train/p053/rainbow_02_loud_0_160000.wav,tears_audio/p053/rainbow_02_loud.wav,ears_raw_segment,3
6165,ears_dataset_processed,ears_dataset_processed/train/p053/freeform_speech_06_1760000_1920000.wav,tears_audio/p053/freeform_speech_06.wav,ears_raw_segment,3
6166,ears_dataset_processed,ears_dataset_processed/train/p053/freeform_speech_02_2080000_2240000.wav,tears_audio/p053/freeform_speech_02.wav,ears_raw_segment,3
6167,ears_dataset_processed,ears_dataset_processed/train/p053/freeform_speech_04_2080000_2240000.wav,tears_audio/p053/freeform_speech_04.wav,ears_raw_segment,3
6168,ears_dataset_processed,ears_dataset_processed/train/p053/freeform_speech_06_1280000_1440000.wav,tears_audio/p053/freeform_speech_06.wav,ears_raw_segment,3
6169,ears_dataset_processed,ears_dataset_processed/train/p053/rainbow_08_lowpitch_160000_320000.wav,tears_audio/p053/rainbow_08_lowpitch.wav,ears_raw_segment,3
6170,ears_dataset_processed,ears_dataset_processed/train/p053/freeform_speech_04_2560000_2720000.wav,tears_audio/p053/freeform_speech_04.wav,ears_raw_segment,3
6171,ears_dataset_processed,ears_dataset_processed/train/p053/rainbow_02_highpitch_0_160000.wav,tears_audio/p053/rainbow_02_highpitch.wav,ears_raw_segment,3
6172,ears_dataset_processed,ears_dataset_processed/train/p053/freeform_speech_02_2240000_2400000.wav,tears_audio/p053/freeform_speech_02.wav,ears_raw_segment,3
6173,ears_dataset_processed,ears_dataset_processed/train/p053/emo_realization_sentences_0_160000.wav,tears_audio/p053/emo_realization_sentences.wav,ears_raw_segment,3
6174,ears_dataset_processed,ears_dataset_processed/train/p053/rainbow_08_slow_160000_320000.wav,tears_audio/p053/rainbow_08_slow.wav,ears_raw_segment,3
6175,ears_dataset_processed,ears_dataset_processed/train/p053/freeform_speech_04_1920000_2080000.wav,tears_audio/p053/freeform_speech_04.wav,ears_raw_segment,3
6176,ears_dataset_processed,ears_dataset_processed/train/p053/freeform_speech_03_2080000_2240000.wav,tears_audio/p053/freeform_speech_03.wav,ears_raw_segment,3
6177,ears_dataset_processed,ears_dataset_processed/train/p053/freeform_speech_04_480000_640000.wav,tears_audio/p053/freeform_speech_04.wav,ears_raw_segment,3
6178,ears_dataset_processed,ears_dataset_processed/train/p053/emo_distress_sentences_0_160000.wav,tears_audio/p053/emo_distress_sentences.wav,ears_raw_segment,3
6179,ears_dataset_processed,ears_dataset_processed/train/p053/rainbow_03_whisper_0_160000.wav,tears_audio/p053/rainbow_03_whisper.wav,ears_raw_segment,3
6180,ears_dataset_processed,ears_dataset_processed/train/p053/emo_pain_freeform_0_160000.wav,tears_audio/p053/emo_pain_freeform.wav,ears_raw_segment,3
6181,ears_dataset_processed,ears_dataset_processed/train/p053/emo_desire_sentences_0_160000.wav,tears_audio/p053/emo_desire_sentences.wav,ears_raw_segment,3
6182,ears_dataset_processed,ears_dataset_processed/train/p053/freeform_speech_03_1600000_1760000.wav,tears_audio/p053/freeform_speech_03.wav,ears_raw_segment,3
6183,ears_dataset_processed,ears_dataset_processed/train/p053/freeform_speech_05_1120000_1280000.wav,tears_audio/p053/freeform_speech_05.wav,ears_raw_segment,3
6184,ears_dataset_processed,ears_dataset_processed/train/p053/rainbow_04_regular_0_160000.wav,tears_audio/p053/rainbow_04_regular.wav,ears_raw_segment,3
6185,ears_dataset_processed,ears_dataset_processed/train/p053/freeform_speech_02_800000_960000.wav,tears_audio/p053/freeform_speech_02.wav,ears_raw_segment,3
6186,ears_dataset_processed,ears_dataset_processed/train/p053/freeform_speech_05_1760000_1920000.wav,tears_audio/p053/freeform_speech_05.wav,ears_raw_segment,3
6187,ears_dataset_processed,ears_dataset_processed/train/p053/sentences_03_whisper_0_160000.wav,tears_audio/p053/sentences_03_whisper.wav,ears_raw_segment,3
6188,ears_dataset_processed,ears_dataset_processed/train/p053/emo_guilt_sentences_0_147687.wav,tears_audio/p053/emo_guilt_sentences.wav,ears_raw_segment,3
6189,ears_dataset_processed,ears_dataset_processed/train/p053/rainbow_08_loud_160000_320000.wav,tears_audio/p053/rainbow_08_loud.wav,ears_raw_segment,3
6190,ears_dataset_processed,ears_dataset_processed/train/p053/rainbow_08_loud_0_160000.wav,tears_audio/p053/rainbow_08_loud.wav,ears_raw_segment,3
6191,ears_dataset_processed,ears_dataset_processed/train/p053/sentences_02_regular_0_160000.wav,tears_audio/p053/sentences_02_regular.wav,ears_raw_segment,3
6192,ears_dataset_processed,ears_dataset_processed/train/p053/rainbow_03_regular_0_160000.wav,tears_audio/p053/rainbow_03_regular.wav,ears_raw_segment,3
6193,ears_dataset_processed,ears_dataset_processed/train/p053/sentences_19_regular_0_160000.wav,tears_audio/p053/sentences_19_regular.wav,ears_raw_segment,3
6194,ears_dataset_processed,ears_dataset_processed/train/p053/rainbow_04_highpitch_0_160000.wav,tears_audio/p053/rainbow_04_highpitch.wav,ears_raw_segment,3
6195,ears_dataset_processed,ears_dataset_processed/train/p053/rainbow_05_slow_320000_480000.wav,tears_audio/p053/rainbow_05_slow.wav,ears_raw_segment,3
