row_index,audio_path,speaker_id,split,gender,age,ethnicity,embedding_family,pdaf_mode,x,y
1974,ears_dataset_processed/val/p044/emo_embarassment_freeform_0_160000.wav,p044,val,female,46-55,white or caucasian,pdaf,neutral_mel128,48.697926,-6.6338477
1975,ears_dataset_processed/val/p044/rainbow_03_whisper_0_160000.wav,p044,val,female,46-55,white or caucasian,pdaf,neutral_mel128,25.794867,10.278742
1976,ears_dataset_processed/val/p044/freeform_speech_03_1600000_1760000.wav,p044,val,female,46-55,white or caucasian,pdaf,neutral_mel128,22.004873,26.933016
1977,ears_dataset_processed/val/p044/sentences_02_regular_0_160000.wav,p044,val,female,46-55,white or caucasian,pdaf,neutral_mel128,34.530193,48.933746
1978,ears_dataset_processed/val/p044/freeform_speech_01_0_160000.wav,p044,val,female,46-55,white or caucasian,pdaf,neutral_mel128,32.24814,47.884342
1979,ears_dataset_processed/val/p044/emo_neutral_sentences_0_160000.wav,p044,val,female,46-55,white or caucasian,pdaf,neutral_mel128,22.042253,61.0181
1980,ears_dataset_processed/val/p044/sentences_08_slow_160000_320000.wav,p044,val,female,46-55,white or caucasian,pdaf,neutral_mel128,-13.79588,33.450287
1981,ears_dataset_processed/val/p044/rainbow_05_regular_160000_320000.wav,p044,val,female,46-55,white or caucasian,pdaf,neutral_mel128,53.59583,29.207066
1982,ears_dataset_processed/val/p044/emo_disappointment_sentences_0_160000.wav,p044,val,female,46-55,white or caucasian,pdaf,neutral_mel128,49.47791,22.5511
1983,ears_dataset_processed/val/p044/freeform_speech_01_2080000_2240000.wav,p044,val,female,46-55,white or caucasian,pdaf,neutral_mel128,45.893223,25.682747
1984,ears_dataset_processed/val/p044/sentences_02_slow_320000_480000.wav,p044,val,female,46-55,white or caucasian,pdaf,neutral_mel128,-0.12917635,-8.349259
1985,ears_dataset_processed/val/p044/rainbow_08_whisper_160000_320000.wav,p044,val,female,46-55,white or caucasian,pdaf,neutral_mel128,20.414396,7.2748475
1986,ears_dataset_processed/val/p044/rainbow_03_lowpitch_0_160000.wav,p044,val,female,46-55,white or caucasian,pdaf,neutral_mel128,-10.013959,-39.047306
1987,ears_dataset_processed/val/p044/freeform_speech_05_1280000_1440000.wav,p044,val,female,46-55,white or caucasian,pdaf,neutral_mel128,36.358974,55.234444
1988,ears_dataset_processed/val/p044/freeform_speech_05_1440000_1600000.wav,p044,val,female,46-55,white or caucasian,pdaf,neutral_mel128,20.387415,59.917255
1989,ears_dataset_processed/val/p044/emo_sadness_freeform_0_160000.wav,p044,val,female,46-55,white or caucasian,pdaf,neutral_mel128,5.642916,36.758335
1990,ears_dataset_processed/val/p044/rainbow_01_highpitch_0_160000.wav,p044,val,female,46-55,white or caucasian,pdaf,neutral_mel128,-30.428793,40.134464
1991,ears_dataset_processed/val/p044/sentences_09_fast_0_160000.wav,p044,val,female,46-55,white or caucasian,pdaf,neutral_mel128,36.079826,59.930515
1992,ears_dataset_processed/val/p044/emo_anger_freeform_0_153598.wav,p044,val,female,46-55,white or caucasian,pdaf,neutral_mel128,-24.368078,51.472916
1993,ears_dataset_processed/val/p044/freeform_speech_05_320000_480000.wav,p044,val,female,46-55,white or caucasian,pdaf,neutral_mel128,36.306805,54.932552
1994,ears_dataset_processed/val/p044/sentences_14_lowpitch_0_160000.wav,p044,val,female,46-55,white or caucasian,pdaf,neutral_mel128,-36.24286,5.4187236
1995,ears_dataset_processed/val/p044/rainbow_02_lowpitch_0_160000.wav,p044,val,female,46-55,white or caucasian,pdaf,neutral_mel128,51.63586,-7.408863
1996,ears_dataset_processed/val/p044/rainbow_01_loud_0_160000.wav,p044,val,female,46-55,white or caucasian,pdaf,neutral_mel128,46.331642,19.035843
1997,ears_dataset_processed/val/p044/freeform_speech_01_1600000_1760000.wav,p044,val,female,46-55,white or caucasian,pdaf,neutral_mel128,27.24028,29.286768
1998,ears_dataset_processed/val/p044/rainbow_02_slow_320000_480000.wav,p044,val,female,46-55,white or caucasian,pdaf,neutral_mel128,33.574192,47.31607
1999,ears_dataset_processed/val/p044/freeform_speech_05_160000_320000.wav,p044,val,female,46-55,white or caucasian,pdaf,neutral_mel128,21.111355,60.99308
2000,ears_dataset_processed/val/p044/rainbow_07_slow_160000_320000.wav,p044,val,female,46-55,white or caucasian,pdaf,neutral_mel128,8.583436,28.61908
2001,ears_dataset_processed/val/p044/emo_serenity_sentences_0_160000.wav,p044,val,female,46-55,white or caucasian,pdaf,neutral_mel128,33.068844,47.524105
2002,ears_dataset_processed/val/p044/rainbow_03_loud_0_160000.wav,p044,val,female,46-55,white or caucasian,pdaf,neutral_mel128,39.64762,10.905301
2003,ears_dataset_processed/val/p044/freeform_speech_01_2240000_2400000.wav,p044,val,female,46-55,white or caucasian,pdaf,neutral_mel128,46.0488,22.28978
2004,ears_dataset_processed/val/p044/freeform_speech_04_2400000_2560000.wav,p044,val,female,46-55,white or caucasian,pdaf,neutral_mel128,36.40566,46.759327
2005,ears_dataset_processed/val/p044/rainbow_07_slow_480000_640000.wav,p044,val,female,46-55,white or caucasian,pdaf,neutral_mel128,6.943333,38.202187
2006,ears_dataset_processed/val/p044/freeform_speech_04_1760000_1920000.wav,p044,val,female,46-55,white or caucasian,pdaf,neutral_mel128,32.59185,48.217854
2007,ears_dataset_processed/val/p044/sentences_23_regular_0_160000.wav,p044,val,female,46-55,white or caucasian,pdaf,neutral_mel128,47.831764,20.484833
2008,ears_dataset_processed/val/p044/sentences_05_loud_0_160000.wav,p044,val,female,46-55,white or caucasian,pdaf,neutral_mel128,35.01309,22.62778
2009,ears_dataset_processed/val/p044/freeform_speech_06_1920000_2080000.wav,p044,val,female,46-55,white or caucasian,pdaf,neutral_mel128,36.334072,53.143654
2010,ears_dataset_processed/val/p044/rainbow_02_fast_0_160000.wav,p044,val,female,46-55,white or caucasian,pdaf,neutral_mel128,36.08377,59.938297
2011,ears_dataset_processed/val/p044/emo_interest_freeform_0_160000.wav,p044,val,female,46-55,white or caucasian,pdaf,neutral_mel128,12.730142,51.897926
2012,ears_dataset_processed/val/p044/freeform_speech_05_480000_640000.wav,p044,val,female,46-55,white or caucasian,pdaf,neutral_mel128,20.978064,60.74769
2013,ears_dataset_processed/val/p044/rainbow_06_lowpitch_0_160000.wav,p044,val,female,46-55,white or caucasian,pdaf,neutral_mel128,38.61946,9.738704
2014,ears_dataset_processed/val/p044/freeform_speech_03_640000_800000.wav,p044,val,female,46-55,white or caucasian,pdaf,neutral_mel128,36.24183,55.087
2015,ears_dataset_processed/val/p080/freeform_speech_04_2720000_2880000.wav,p080,val,female,26-35,black or african american,pdaf,neutral_mel128,-7.2097993,-44.37823
2016,ears_dataset_processed/val/p080/sentences_02_whisper_0_160000.wav,p080,val,female,26-35,black or african american,pdaf,neutral_mel128,35.166973,12.040845
2017,ears_dataset_processed/val/p080/freeform_speech_02_1120000_1280000.wav,p080,val,female,26-35,black or african american,pdaf,neutral_mel128,-50.127514,-40.195805
2018,ears_dataset_processed/val/p080/sentences_13_lowpitch_0_160000.wav,p080,val,female,26-35,black or african american,pdaf,neutral_mel128,-31.266289,-15.94084
2019,ears_dataset_processed/val/p080/rainbow_07_highpitch_0_160000.wav,p080,val,female,26-35,black or african american,pdaf,neutral_mel128,-40.388206,43.689407
2020,ears_dataset_processed/val/p080/freeform_speech_06_160000_320000.wav,p080,val,female,26-35,black or african american,pdaf,neutral_mel128,-26.233208,-7.3207784
2021,ears_dataset_processed/val/p080/rainbow_05_regular_0_160000.wav,p080,val,female,26-35,black or african american,pdaf,neutral_mel128,31.011026,2.637303
2022,ears_dataset_processed/val/p080/rainbow_08_whisper_0_160000.wav,p080,val,female,26-35,black or african american,pdaf,neutral_mel128,12.553697,-3.3063657
2023,ears_dataset_processed/val/p080/freeform_speech_02_0_160000.wav,p080,val,female,26-35,black or african american,pdaf,neutral_mel128,-7.1262727,-44.52554
2024,ears_dataset_processed/val/p080/freeform_speech_02_320000_480000.wav,p080,val,female,26-35,black or african american,pdaf,neutral_mel128,-32.537785,-7.961242
2025,ears_dataset_processed/val/p080/rainbow_08_slow_0_160000.wav,p080,val,female,26-35,black or african american,pdaf,neutral_mel128,-44.402378,11.7766
2026,ears_dataset_processed/val/p080/rainbow_04_fast_0_160000.wav,p080,val,female,26-35,black or african american,pdaf,neutral_mel128,30.007473,2.4678226
2027,ears_dataset_processed/val/p080/freeform_speech_05_640000_800000.wav,p080,val,female,26-35,black or african american,pdaf,neutral_mel128,-61.793217,13.073054
2028,ears_dataset_processed/val/p080/emo_disgust_sentences_0_160000.wav,p080,val,female,26-35,black or african american,pdaf,neutral_mel128,33.55565,-7.028999
2029,ears_dataset_processed/val/p080/emo_extasy_freeform_0_160000.wav,p080,val,female,26-35,black or african american,pdaf,neutral_mel128,-35.14162,45.7757
2030,ears_dataset_processed/val/p080/freeform_speech_02_2080000_2240000.wav,p080,val,female,26-35,black or african american,pdaf,neutral_mel128,22.340172,-5.1421022
2031,ears_dataset_processed/val/p080/freeform_speech_04_2080000_2240000.wav,p080,val,female,26-35,black or african american,pdaf,neutral_mel128,-17.390074,-44.140167
2032,ears_dataset_processed/val/p080/freeform_speech_06_1280000_1440000.wav,p080,val,female,26-35,black or african american,pdaf,neutral_mel128,-25.91202,-27.737852
2033,ears_dataset_processed/val/p080/rainbow_08_lowpitch_160000_320000.wav,p080,val,female,26-35,black or african american,pdaf,neutral_mel128,12.280363,-12.225735
2034,ears_dataset_processed/val/p080/emo_embarassment_freeform_0_160000.wav,p080,val,female,26-35,black or african american,pdaf,neutral_mel128,-28.946274,-7.5199428
2035,ears_dataset_processed/val/p080/freeform_speech_05_1760000_1920000.wav,p080,val,female,26-35,black or african american,pdaf,neutral_mel128,10.753344,-15.036663
2036,ears_dataset_processed/val/p080/freeform_speech_04_960000_1120000.wav,p080,val,female,26-35,black or african american,pdaf,neutral_mel128,18.18753,-6.8527403
2037,ears_dataset_processed/val/p080/emo_confusion_sentences_0_110488.wav,p080,val,female,26-35,black or african american,pdaf,neutral_mel128,-39.558273,-10.414551
2038,ears_dataset_processed/val/p080/emo_anger_freeform_0_160000.wav,p080,val,female,26-35,black or african american,pdaf,neutral_mel128,17.661585,-6.9806385
2039,ears_dataset_processed/val/p080/interjection_congratulations_0_160000.wav,p080,val,female,26-35,black or african american,pdaf,neutral_mel128,-35.688065,-6.7271323
2040,ears_dataset_processed/val/p080/emo_desire_sentences_0_150966.wav,p080,val,female,26-35,black or african american,pdaf,neutral_mel128,-3.244508,-16.021366
2041,ears_dataset_processed/val/p080/freeform_speech_01_2080000_2240000.wav,p080,val,female,26-35,black or african american,pdaf,neutral_mel128,20.958332,-4.9612713
2042,ears_dataset_processed/val/p080/freeform_speech_02_1440000_1600000.wav,p080,val,female,26-35,black or african american,pdaf,neutral_mel128,11.08775,-12.628552
2043,ears_dataset_processed/val/p080/rainbow_03_lowpitch_0_160000.wav,p080,val,female,26-35,black or african american,pdaf,neutral_mel128,-28.202187,-42.00467
2044,ears_dataset_processed/val/p080/rainbow_01_regular_0_160000.wav,p080,val,female,26-35,black or african american,pdaf,neutral_mel128,31.683662,4.2475047
2045,ears_dataset_processed/val/p080/sentences_09_fast_0_160000.wav,p080,val,female,26-35,black or african american,pdaf,neutral_mel128,39.707912,1.0121835
2046,ears_dataset_processed/val/p080/emo_extasy_sentences_0_132171.wav,p080,val,female,26-35,black or african american,pdaf,neutral_mel128,28.062757,3.6147258
2047,ears_dataset_processed/val/p080/rainbow_07_fast_0_160000.wav,p080,val,female,26-35,black or african american,pdaf,neutral_mel128,30.190807,2.2899048
2048,ears_dataset_processed/val/p080/emo_serenity_freeform_0_160000.wav,p080,val,female,26-35,black or african american,pdaf,neutral_mel128,-23.42374,-16.417934
2049,ears_dataset_processed/val/p080/freeform_speech_05_960000_1120000.wav,p080,val,female,26-35,black or african american,pdaf,neutral_mel128,-26.092657,-7.3939223
2050,ears_dataset_processed/val/p080/freeform_speech_06_640000_800000.wav,p080,val,female,26-35,black or african american,pdaf,neutral_mel128,-45.597473,-13.152031
2051,ears_dataset_processed/val/p080/rainbow_05_whisper_0_160000.wav,p080,val,female,26-35,black or african american,pdaf,neutral_mel128,12.563378,-3.2565382
2052,ears_dataset_processed/val/p080/sentences_14_lowpitch_0_160000.wav,p080,val,female,26-35,black or african american,pdaf,neutral_mel128,-16.858912,-47.117294
2053,ears_dataset_processed/val/p080/rainbow_03_slow_160000_320000.wav,p080,val,female,26-35,black or african american,pdaf,neutral_mel128,-32.266186,-9.1139965
2054,ears_dataset_processed/val/p080/freeform_speech_03_0_160000.wav,p080,val,female,26-35,black or african american,pdaf,neutral_mel128,32.090527,-7.3236494
2055,ears_dataset_processed/val/p080/freeform_speech_03_320000_480000.wav,p080,val,female,26-35,black or african american,pdaf,neutral_mel128,-19.708258,-43.192604
2056,ears_dataset_processed/val/p080/freeform_speech_04_320000_480000.wav,p080,val,female,26-35,black or african american,pdaf,neutral_mel128,-24.459543,-58.37719
2057,ears_dataset_processed/val/p080/rainbow_05_loud_0_160000.wav,p080,val,female,26-35,black or african american,pdaf,neutral_mel128,30.209085,2.3614557
2058,ears_dataset_processed/val/p080/emo_serenity_sentences_0_153937.wav,p080,val,female,26-35,black or african american,pdaf,neutral_mel128,13.712726,-9.799427
2059,ears_dataset_processed/val/p080/rainbow_07_loud_160000_320000.wav,p080,val,female,26-35,black or african american,pdaf,neutral_mel128,23.933403,-9.11344
2060,ears_dataset_processed/val/p080/freeform_speech_04_1760000_1920000.wav,p080,val,female,26-35,black or african american,pdaf,neutral_mel128,-6.517215,-44.88732
2061,ears_dataset_processed/val/p080/emo_relief_sentences_0_154326.wav,p080,val,female,26-35,black or african american,pdaf,neutral_mel128,14.6625185,-6.4853516
2062,ears_dataset_processed/val/p080/freeform_speech_05_800000_960000.wav,p080,val,female,26-35,black or african american,pdaf,neutral_mel128,-40.034626,-1.155395
2063,ears_dataset_processed/val/p080/rainbow_08_slow_320000_480000.wav,p080,val,female,26-35,black or african american,pdaf,neutral_mel128,-33.733265,-6.0041113
2064,ears_dataset_processed/val/p080/sentences_01_lowpitch_0_160000.wav,p080,val,female,26-35,black or african american,pdaf,neutral_mel128,-18.352673,-23.080612
2065,ears_dataset_processed/val/p080/sentences_05_loud_0_160000.wav,p080,val,female,26-35,black or african american,pdaf,neutral_mel128,-37.767857,11.198491
2066,ears_dataset_processed/val/p080/interjection_congratulations_160000_320000.wav,p080,val,female,26-35,black or african american,pdaf,neutral_mel128,-31.33871,8.692952
2067,ears_dataset_processed/val/p080/rainbow_07_regular_160000_320000.wav,p080,val,female,26-35,black or african american,pdaf,neutral_mel128,32.457867,-7.3589435
2068,ears_dataset_processed/val/p080/emo_interest_freeform_0_160000.wav,p080,val,female,26-35,black or african american,pdaf,neutral_mel128,16.296135,-7.545153
2069,ears_dataset_processed/val/p080/rainbow_06_highpitch_0_160000.wav,p080,val,female,26-35,black or african american,pdaf,neutral_mel128,-39.41761,42.555084
2070,ears_dataset_processed/val/p086/sentences_17_regular_0_160000.wav,p086,val,male,18-25,white or caucasian,pdaf,neutral_mel128,-46.056,-6.7897344
2071,ears_dataset_processed/val/p086/freeform_speech_02_1120000_1280000.wav,p086,val,male,18-25,white or caucasian,pdaf,neutral_mel128,5.679357,-36.421837
2072,ears_dataset_processed/val/p086/freeform_speech_06_1440000_1600000.wav,p086,val,male,18-25,white or caucasian,pdaf,neutral_mel128,13.077967,-33.83911
2073,ears_dataset_processed/val/p086/freeform_speech_06_160000_320000.wav,p086,val,male,18-25,white or caucasian,pdaf,neutral_mel128,50.26189,-28.340818
2074,ears_dataset_processed/val/p086/freeform_speech_02_0_160000.wav,p086,val,male,18-25,white or caucasian,pdaf,neutral_mel128,22.005222,-32.134907
2075,ears_dataset_processed/val/p086/freeform_speech_06_2080000_2240000.wav,p086,val,male,18-25,white or caucasian,pdaf,neutral_mel128,50.38545,-28.282175
2076,ears_dataset_processed/val/p086/emo_distress_sentences_0_152294.wav,p086,val,male,18-25,white or caucasian,pdaf,neutral_mel128,13.197777,-35.583427
2077,ears_dataset_processed/val/p086/freeform_speech_02_1760000_1920000.wav,p086,val,male,18-25,white or caucasian,pdaf,neutral_mel128,13.577275,-32.790615
2078,ears_dataset_processed/val/p086/rainbow_08_slow_0_160000.wav,p086,val,male,18-25,white or caucasian,pdaf,neutral_mel128,-6.604225,-21.024454
2079,ears_dataset_processed/val/p086/rainbow_01_fast_0_126036.wav,p086,val,male,18-25,white or caucasian,pdaf,neutral_mel128,13.742713,-32.64469
2080,ears_dataset_processed/val/p086/freeform_speech_04_2240000_2400000.wav,p086,val,male,18-25,white or caucasian,pdaf,neutral_mel128,-4.0763617,-37.859673
2081,ears_dataset_processed/val/p086/sentences_01_fast_0_160000.wav,p086,val,male,18-25,white or caucasian,pdaf,neutral_mel128,-9.758502,-18.618702
2082,ears_dataset_processed/val/p086/emo_amusement_sentences_0_160000.wav,p086,val,male,18-25,white or caucasian,pdaf,neutral_mel128,-1.8137842,-42.876514
2083,ears_dataset_processed/val/p086/interjection_agreement_0_160000.wav,p086,val,male,18-25,white or caucasian,pdaf,neutral_mel128,-42.742336,15.627335
2084,ears_dataset_processed/val/p086/freeform_speech_02_2560000_2720000.wav,p086,val,male,18-25,white or caucasian,pdaf,neutral_mel128,-47.756874,8.268505
2085,ears_dataset_processed/val/p086/rainbow_05_fast_0_160000.wav,p086,val,male,18-25,white or caucasian,pdaf,neutral_mel128,8.465662,-28.190382
2086,ears_dataset_processed/val/p086/freeform_speech_05_640000_800000.wav,p086,val,male,18-25,white or caucasian,pdaf,neutral_mel128,19.53463,-35.69705
2087,ears_dataset_processed/val/p086/freeform_speech_04_1600000_1760000.wav,p086,val,male,18-25,white or caucasian,pdaf,neutral_mel128,19.258736,-35.390194
2088,ears_dataset_processed/val/p086/freeform_speech_05_1600000_1760000.wav,p086,val,male,18-25,white or caucasian,pdaf,neutral_mel128,17.400557,-30.145262
2089,ears_dataset_processed/val/p086/freeform_speech_04_2080000_2240000.wav,p086,val,male,18-25,white or caucasian,pdaf,neutral_mel128,12.539858,-33.924847
2090,ears_dataset_processed/val/p086/emo_realization_sentences_0_160000.wav,p086,val,male,18-25,white or caucasian,pdaf,neutral_mel128,-2.97844,-38.890068
2091,ears_dataset_processed/val/p086/freeform_speech_02_800000_960000.wav,p086,val,male,18-25,white or caucasian,pdaf,neutral_mel128,-9.263707,-13.120712
2092,ears_dataset_processed/val/p086/sentences_08_slow_160000_320000.wav,p086,val,male,18-25,white or caucasian,pdaf,neutral_mel128,-44.73519,6.5929127
2093,ears_dataset_processed/val/p086/sentences_12_highpitch_0_160000.wav,p086,val,male,18-25,white or caucasian,pdaf,neutral_mel128,-33.3319,49.16143
2094,ears_dataset_processed/val/p086/emo_embarassment_sentences_0_160000.wav,p086,val,male,18-25,white or caucasian,pdaf,neutral_mel128,-29.031382,-14.466733
2095,ears_dataset_processed/val/p086/emo_embarassment_freeform_160000_320000.wav,p086,val,male,18-25,white or caucasian,pdaf,neutral_mel128,-63.814842,11.175032
2096,ears_dataset_processed/val/p086/rainbow_03_lowpitch_0_160000.wav,p086,val,male,18-25,white or caucasian,pdaf,neutral_mel128,-45.487114,-3.4458065
2097,ears_dataset_processed/val/p086/freeform_speech_01_2720000_2880000.wav,p086,val,male,18-25,white or caucasian,pdaf,neutral_mel128,-9.221534,-18.8194
2098,ears_dataset_processed/val/p086/emo_sadness_freeform_0_160000.wav,p086,val,male,18-25,white or caucasian,pdaf,neutral_mel128,-25.457201,-23.050293
2099,ears_dataset_processed/val/p086/rainbow_03_fast_0_160000.wav,p086,val,male,18-25,white or caucasian,pdaf,neutral_mel128,-35.24057,-21.770863
2100,ears_dataset_processed/val/p086/freeform_speech_06_2560000_2720000.wav,p086,val,male,18-25,white or caucasian,pdaf,neutral_mel128,-13.686466,-29.082253
2101,ears_dataset_processed/val/p086/emo_confusion_freeform_0_160000.wav,p086,val,male,18-25,white or caucasian,pdaf,neutral_mel128,-33.032562,-21.392492
2102,ears_dataset_processed/val/p086/freeform_speech_05_320000_480000.wav,p086,val,male,18-25,white or caucasian,pdaf,neutral_mel128,51.551296,-27.711523
2103,ears_dataset_processed/val/p086/sentences_15_regular_0_160000.wav,p086,val,male,18-25,white or caucasian,pdaf,neutral_mel128,-42.08359,-5.4849854
2104,ears_dataset_processed/val/p086/rainbow_06_whisper_0_160000.wav,p086,val,male,18-25,white or caucasian,pdaf,neutral_mel128,9.718816,-7.790587
2105,ears_dataset_processed/val/p086/sentences_01_highpitch_0_160000.wav,p086,val,male,18-25,white or caucasian,pdaf,neutral_mel128,-42.275352,34.193954
2106,ears_dataset_processed/val/p086/rainbow_05_whisper_0_160000.wav,p086,val,male,18-25,white or caucasian,pdaf,neutral_mel128,2.6446247,-19.441893
2107,ears_dataset_processed/val/p086/sentences_14_lowpitch_0_160000.wav,p086,val,male,18-25,white or caucasian,pdaf,neutral_mel128,-34.89494,-22.240662
2108,ears_dataset_processed/val/p086/freeform_speech_03_0_160000.wav,p086,val,male,18-25,white or caucasian,pdaf,neutral_mel128,12.559924,-34.135017
2109,ears_dataset_processed/val/p086/rainbow_07_slow_160000_320000.wav,p086,val,male,18-25,white or caucasian,pdaf,neutral_mel128,-9.387763,-36.36021
2110,ears_dataset_processed/val/p086/freeform_speech_04_1280000_1440000.wav,p086,val,male,18-25,white or caucasian,pdaf,neutral_mel128,18.6307,-34.49128
2111,ears_dataset_processed/val/p086/rainbow_06_loud_0_160000.wav,p086,val,male,18-25,white or caucasian,pdaf,neutral_mel128,3.1810124,-46.662254
2112,ears_dataset_processed/val/p086/emo_disgust_freeform_0_160000.wav,p086,val,male,18-25,white or caucasian,pdaf,neutral_mel128,-35.2832,-21.550106
2113,ears_dataset_processed/val/p086/sentences_12_highpitch_160000_320000.wav,p086,val,male,18-25,white or caucasian,pdaf,neutral_mel128,-31.666962,31.778114
2114,ears_dataset_processed/val/p086/freeform_speech_04_1760000_1920000.wav,p086,val,male,18-25,white or caucasian,pdaf,neutral_mel128,11.373914,-37.724342
2115,ears_dataset_processed/val/p086/freeform_speech_01_1760000_1920000.wav,p086,val,male,18-25,white or caucasian,pdaf,neutral_mel128,17.357576,-34.533127
2116,ears_dataset_processed/val/p086/sentences_01_lowpitch_0_160000.wav,p086,val,male,18-25,white or caucasian,pdaf,neutral_mel128,-45.47853,-2.8572142
2117,ears_dataset_processed/val/p086/sentences_01_whisper_0_160000.wav,p086,val,male,18-25,white or caucasian,pdaf,neutral_mel128,5.975234,-17.613138
2118,ears_dataset_processed/val/p086/emo_desire_freeform_0_160000.wav,p086,val,male,18-25,white or caucasian,pdaf,neutral_mel128,-44.98696,-41.96315
2119,ears_dataset_processed/val/p086/emo_guilt_freeform_0_160000.wav,p086,val,male,18-25,white or caucasian,pdaf,neutral_mel128,9.636656,-26.993404
2120,ears_dataset_processed/val/p086/rainbow_05_slow_0_160000.wav,p086,val,male,18-25,white or caucasian,pdaf,neutral_mel128,9.17183,-28.146244
2121,ears_dataset_processed/val/p086/sentences_20_regular_0_160000.wav,p086,val,male,18-25,white or caucasian,pdaf,neutral_mel128,-41.554306,0.3292858
2122,ears_dataset_processed/val/p086/sentences_01_loud_0_160000.wav,p086,val,male,18-25,white or caucasian,pdaf,neutral_mel128,-43.66152,-3.936878
2123,ears_dataset_processed/val/p086/freeform_speech_05_480000_640000.wav,p086,val,male,18-25,white or caucasian,pdaf,neutral_mel128,11.695174,-10.205354
2124,ears_dataset_processed/val/p086/emo_sadness_sentences_0_160000.wav,p086,val,male,18-25,white or caucasian,pdaf,neutral_mel128,-44.841328,6.7326736
2125,ears_dataset_processed/val/p037/freeform_speech_02_2400000_2560000.wav,p037,val,female,46-55,white or caucasian,pdaf,neutral_mel128,-11.103938,40.554165
2126,ears_dataset_processed/val/p037/sentences_17_regular_0_160000.wav,p037,val,female,46-55,white or caucasian,pdaf,neutral_mel128,-26.914652,26.624176
2127,ears_dataset_processed/val/p037/freeform_speech_02_640000_800000.wav,p037,val,female,46-55,white or caucasian,pdaf,neutral_mel128,-25.37608,26.647171
2128,ears_dataset_processed/val/p037/emo_relief_sentences_0_160000.wav,p037,val,female,46-55,white or caucasian,pdaf,neutral_mel128,-28.574139,25.55913
2129,ears_dataset_processed/val/p037/rainbow_07_highpitch_0_160000.wav,p037,val,female,46-55,white or caucasian,pdaf,neutral_mel128,-41.244514,40.963673
2130,ears_dataset_processed/val/p037/freeform_speech_06_2400000_2560000.wav,p037,val,female,46-55,white or caucasian,pdaf,neutral_mel128,-20.068144,24.784273
2131,ears_dataset_processed/val/p037/emo_cuteness_sentences_0_160000.wav,p037,val,female,46-55,white or caucasian,pdaf,neutral_mel128,-29.947208,-9.7791605
2132,ears_dataset_processed/val/p037/freeform_speech_06_2080000_2240000.wav,p037,val,female,46-55,white or caucasian,pdaf,neutral_mel128,3.0167706,18.395332
2133,ears_dataset_processed/val/p037/freeform_speech_02_1280000_1440000.wav,p037,val,female,46-55,white or caucasian,pdaf,neutral_mel128,46.55712,7.4362125
2134,ears_dataset_processed/val/p037/freeform_speech_03_1760000_1920000.wav,p037,val,female,46-55,white or caucasian,pdaf,neutral_mel128,-40.72526,13.077899
2135,ears_dataset_processed/val/p037/freeform_speech_04_2240000_2400000.wav,p037,val,female,46-55,white or caucasian,pdaf,neutral_mel128,-7.73905,47.358334
2136,ears_dataset_processed/val/p037/emo_amusement_sentences_0_160000.wav,p037,val,female,46-55,white or caucasian,pdaf,neutral_mel128,-24.89084,24.21022
2137,ears_dataset_processed/val/p037/freeform_speech_04_1600000_1760000.wav,p037,val,female,46-55,white or caucasian,pdaf,neutral_mel128,41.506317,14.857913
2138,ears_dataset_processed/val/p037/rainbow_02_loud_0_160000.wav,p037,val,female,46-55,white or caucasian,pdaf,neutral_mel128,-27.435472,47.325115
2139,ears_dataset_processed/val/p037/freeform_speech_06_1760000_1920000.wav,p037,val,female,46-55,white or caucasian,pdaf,neutral_mel128,-24.547049,28.276098
2140,ears_dataset_processed/val/p037/freeform_speech_02_2080000_2240000.wav,p037,val,female,46-55,white or caucasian,pdaf,neutral_mel128,-9.388,34.883785
2141,ears_dataset_processed/val/p037/freeform_speech_04_2080000_2240000.wav,p037,val,female,46-55,white or caucasian,pdaf,neutral_mel128,-2.6260843,37.53343
2142,ears_dataset_processed/val/p037/emo_embarassment_freeform_0_160000.wav,p037,val,female,46-55,white or caucasian,pdaf,neutral_mel128,-6.9148474,-14.303369
2143,ears_dataset_processed/val/p037/freeform_speech_03_1600000_1760000.wav,p037,val,female,46-55,white or caucasian,pdaf,neutral_mel128,33.385445,11.780708
2144,ears_dataset_processed/val/p037/sentences_03_whisper_0_160000.wav,p037,val,female,46-55,white or caucasian,pdaf,neutral_mel128,-26.685926,26.216436
2145,ears_dataset_processed/val/p037/emo_interest_sentences_0_160000.wav,p037,val,female,46-55,white or caucasian,pdaf,neutral_mel128,-27.885998,25.900158
2146,ears_dataset_processed/val/p037/emo_confusion_freeform_160000_320000.wav,p037,val,female,46-55,white or caucasian,pdaf,neutral_mel128,-44.280262,-2.9469137
2147,ears_dataset_processed/val/p037/rainbow_06_slow_0_160000.wav,p037,val,female,46-55,white or caucasian,pdaf,neutral_mel128,9.785203,-6.5034947
2148,ears_dataset_processed/val/p037/interjection_congratulations_0_160000.wav,p037,val,female,46-55,white or caucasian,pdaf,neutral_mel128,-42.612328,11.086996
2149,ears_dataset_processed/val/p037/rainbow_02_regular_0_160000.wav,p037,val,female,46-55,white or caucasian,pdaf,neutral_mel128,-27.155212,27.057905
2150,ears_dataset_processed/val/p037/emo_embarassment_sentences_0_160000.wav,p037,val,female,46-55,white or caucasian,pdaf,neutral_mel128,-61.646694,0.28075778
