row_index,audio_path,speaker_id,split,gender,age,ethnicity,embedding_family,pdaf_mode,x,y
454,ears_dataset_processed/val/p087/rainbow_07_loud_0_160000.wav,p087,val,male,56-65,white or caucasian,pdaf,neutral_mel128,-4.130528,-11.130277
455,ears_dataset_processed/val/p087/freeform_speech_01_0_160000.wav,p087,val,male,56-65,white or caucasian,pdaf,neutral_mel128,-16.46758,4.9372363
456,ears_dataset_processed/val/p087/rainbow_03_slow_0_160000.wav,p087,val,male,56-65,white or caucasian,pdaf,neutral_mel128,-7.0254116,-7.8160505
457,ears_dataset_processed/val/p087/rainbow_07_whisper_0_160000.wav,p087,val,male,56-65,white or caucasian,pdaf,neutral_mel128,-2.5206692,-3.6973615
458,ears_dataset_processed/val/p087/freeform_speech_03_1280000_1440000.wav,p087,val,male,56-65,white or caucasian,pdaf,neutral_mel128,-2.8597612,-16.041126
459,ears_dataset_processed/val/p087/sentences_22_regular_0_160000.wav,p087,val,male,56-65,white or caucasian,pdaf,neutral_mel128,4.8749633,-9.421693
460,ears_dataset_processed/val/p087/sentences_02_fast_0_160000.wav,p087,val,male,56-65,white or caucasian,pdaf,neutral_mel128,-9.356312,-13.380224
461,ears_dataset_processed/val/p087/freeform_speech_02_1440000_1600000.wav,p087,val,male,56-65,white or caucasian,pdaf,neutral_mel128,-7.238407,-18.982925
462,ears_dataset_processed/val/p087/emo_sadness_freeform_0_160000.wav,p087,val,male,56-65,white or caucasian,pdaf,neutral_mel128,-5.0408792,-5.973733
463,ears_dataset_processed/val/p087/rainbow_03_fast_0_160000.wav,p087,val,male,56-65,white or caucasian,pdaf,neutral_mel128,-2.9905796,-9.639326
464,ears_dataset_processed/val/p087/sentences_09_fast_0_160000.wav,p087,val,male,56-65,white or caucasian,pdaf,neutral_mel128,-5.7080364,-10.199064
465,ears_dataset_processed/val/p087/freeform_speech_06_2560000_2720000.wav,p087,val,male,56-65,white or caucasian,pdaf,neutral_mel128,-14.869352,-11.708966
466,ears_dataset_processed/val/p087/rainbow_01_slow_0_160000.wav,p087,val,male,56-65,white or caucasian,pdaf,neutral_mel128,-11.128098,-8.394881
467,ears_dataset_processed/val/p087/freeform_speech_05_960000_1120000.wav,p087,val,male,56-65,white or caucasian,pdaf,neutral_mel128,-9.262397,-6.400188
468,ears_dataset_processed/val/p087/sentences_07_slow_160000_320000.wav,p087,val,male,56-65,white or caucasian,pdaf,neutral_mel128,-12.7216215,-3.8683555
469,ears_dataset_processed/val/p087/freeform_speech_03_0_160000.wav,p087,val,male,56-65,white or caucasian,pdaf,neutral_mel128,-2.7024486,-7.818285
470,ears_dataset_processed/val/p087/rainbow_07_slow_160000_320000.wav,p087,val,male,56-65,white or caucasian,pdaf,neutral_mel128,7.4798546,-14.613845
471,ears_dataset_processed/val/p087/emo_serenity_sentences_0_160000.wav,p087,val,male,56-65,white or caucasian,pdaf,neutral_mel128,-8.832819,-11.308871
472,ears_dataset_processed/val/p087/freeform_speech_03_320000_480000.wav,p087,val,male,56-65,white or caucasian,pdaf,neutral_mel128,1.2549703,-16.118065
473,ears_dataset_processed/val/p087/sentences_01_slow_0_160000.wav,p087,val,male,56-65,white or caucasian,pdaf,neutral_mel128,-10.421308,-11.837865
474,ears_dataset_processed/val/p087/emo_contentment_freeform_0_160000.wav,p087,val,male,56-65,white or caucasian,pdaf,neutral_mel128,-13.796375,-13.382886
475,ears_dataset_processed/val/p087/freeform_speech_01_2240000_2400000.wav,p087,val,male,56-65,white or caucasian,pdaf,neutral_mel128,11.690321,-17.473911
476,ears_dataset_processed/val/p087/rainbow_05_loud_0_160000.wav,p087,val,male,56-65,white or caucasian,pdaf,neutral_mel128,2.2790165,-13.369446
477,ears_dataset_processed/val/p087/emo_confusion_sentences_0_160000.wav,p087,val,male,56-65,white or caucasian,pdaf,neutral_mel128,-16.298157,-5.7426863
478,ears_dataset_processed/val/p087/freeform_speech_04_0_160000.wav,p087,val,male,56-65,white or caucasian,pdaf,neutral_mel128,-15.381509,-7.9361916
479,ears_dataset_processed/val/p087/freeform_speech_03_2400000_2560000.wav,p087,val,male,56-65,white or caucasian,pdaf,neutral_mel128,5.8703256,-14.13434
480,ears_dataset_processed/val/p087/sentences_23_regular_0_160000.wav,p087,val,male,56-65,white or caucasian,pdaf,neutral_mel128,4.05292,-5.9881673
481,ears_dataset_processed/val/p087/sentences_01_lowpitch_0_160000.wav,p087,val,male,56-65,white or caucasian,pdaf,neutral_mel128,-3.3389673,-18.141712
482,ears_dataset_processed/val/p087/rainbow_01_lowpitch_0_160000.wav,p087,val,male,56-65,white or caucasian,pdaf,neutral_mel128,-8.562047,-10.517646
483,ears_dataset_processed/val/p087/emo_interest_freeform_0_160000.wav,p087,val,male,56-65,white or caucasian,pdaf,neutral_mel128,-10.319741,-7.3333025
484,ears_dataset_processed/val/p087/sentences_20_regular_0_160000.wav,p087,val,male,56-65,white or caucasian,pdaf,neutral_mel128,-9.4812975,-12.636957
485,ears_dataset_processed/val/p087/interjection_anger_0_160000.wav,p087,val,male,56-65,white or caucasian,pdaf,neutral_mel128,-21.540504,5.6742177
486,ears_dataset_processed/val/p087/emo_anger_freeform_0_145942.wav,p087,val,male,56-65,white or caucasian,pdaf,neutral_mel128,-13.25617,4.3404117
487,ears_dataset_processed/val/p087/rainbow_06_lowpitch_0_160000.wav,p087,val,male,56-65,white or caucasian,pdaf,neutral_mel128,-14.504455,-8.81406
488,ears_dataset_processed/val/p017/freeform_speech_04_2720000_2880000.wav,p017,val,male,36-45,white or caucasian,pdaf,neutral_mel128,2.8889718,0.6701016
489,ears_dataset_processed/val/p017/sentences_10_fast_0_160000.wav,p017,val,male,36-45,white or caucasian,pdaf,neutral_mel128,13.083219,-12.575661
490,ears_dataset_processed/val/p017/freeform_speech_06_1440000_1600000.wav,p017,val,male,36-45,white or caucasian,pdaf,neutral_mel128,12.882063,-6.6318445
491,ears_dataset_processed/val/p017/rainbow_05_lowpitch_0_160000.wav,p017,val,male,36-45,white or caucasian,pdaf,neutral_mel128,19.593157,-13.701315
492,ears_dataset_processed/val/p017/freeform_speech_02_0_160000.wav,p017,val,male,36-45,white or caucasian,pdaf,neutral_mel128,-7.599798,2.1492546
493,ears_dataset_processed/val/p017/interjection_greetings_0_160000.wav,p017,val,male,36-45,white or caucasian,pdaf,neutral_mel128,-15.097224,3.4670267
494,ears_dataset_processed/val/p017/sentences_14_lowpitch_160000_320000.wav,p017,val,male,36-45,white or caucasian,pdaf,neutral_mel128,9.053741,-11.195766
495,ears_dataset_processed/val/p017/freeform_speech_02_1760000_1920000.wav,p017,val,male,36-45,white or caucasian,pdaf,neutral_mel128,13.469325,3.027627
496,ears_dataset_processed/val/p017/emo_amusement_freeform_160000_320000.wav,p017,val,male,36-45,white or caucasian,pdaf,neutral_mel128,15.864105,1.5560871
497,ears_dataset_processed/val/p017/rainbow_08_lowpitch_0_160000.wav,p017,val,male,36-45,white or caucasian,pdaf,neutral_mel128,14.667313,-15.707704
498,ears_dataset_processed/val/p017/freeform_speech_05_640000_800000.wav,p017,val,male,36-45,white or caucasian,pdaf,neutral_mel128,12.073823,-10.981227
499,ears_dataset_processed/val/p017/freeform_speech_03_960000_1120000.wav,p017,val,male,36-45,white or caucasian,pdaf,neutral_mel128,2.0118022,9.593929
500,ears_dataset_processed/val/p017/rainbow_02_slow_160000_320000.wav,p017,val,male,36-45,white or caucasian,pdaf,neutral_mel128,5.8842893,-0.74501973
501,ears_dataset_processed/val/p017/sentences_11_highpitch_0_160000.wav,p017,val,male,36-45,white or caucasian,pdaf,neutral_mel128,-1.6287972,9.053916
502,ears_dataset_processed/val/p017/freeform_speech_02_2080000_2240000.wav,p017,val,male,36-45,white or caucasian,pdaf,neutral_mel128,23.581524,-2.40757
503,ears_dataset_processed/val/p017/freeform_speech_06_1280000_1440000.wav,p017,val,male,36-45,white or caucasian,pdaf,neutral_mel128,10.022963,-7.7813964
504,ears_dataset_processed/val/p017/rainbow_08_lowpitch_160000_320000.wav,p017,val,male,36-45,white or caucasian,pdaf,neutral_mel128,22.485275,-17.486233
505,ears_dataset_processed/val/p017/freeform_speech_04_2560000_2720000.wav,p017,val,male,36-45,white or caucasian,pdaf,neutral_mel128,17.6886,0.3915705
506,ears_dataset_processed/val/p017/emo_realization_sentences_0_160000.wav,p017,val,male,36-45,white or caucasian,pdaf,neutral_mel128,18.878134,-7.1275764
507,ears_dataset_processed/val/p017/emo_embarassment_freeform_0_160000.wav,p017,val,male,36-45,white or caucasian,pdaf,neutral_mel128,-1.6263407,3.3840368
508,ears_dataset_processed/val/p017/emo_desire_sentences_0_160000.wav,p017,val,male,36-45,white or caucasian,pdaf,neutral_mel128,20.152138,-3.5540645
509,ears_dataset_processed/val/p017/rainbow_08_loud_160000_320000.wav,p017,val,male,36-45,white or caucasian,pdaf,neutral_mel128,28.556648,-20.534372
510,ears_dataset_processed/val/p017/rainbow_03_regular_0_160000.wav,p017,val,male,36-45,white or caucasian,pdaf,neutral_mel128,14.501127,-3.5648265
511,ears_dataset_processed/val/p017/emo_interest_sentences_0_160000.wav,p017,val,male,36-45,white or caucasian,pdaf,neutral_mel128,7.1316524,1.04654
512,ears_dataset_processed/val/p017/sentences_08_slow_160000_320000.wav,p017,val,male,36-45,white or caucasian,pdaf,neutral_mel128,-8.187,0.45158836
513,ears_dataset_processed/val/p017/interjection_congratulations_0_160000.wav,p017,val,male,36-45,white or caucasian,pdaf,neutral_mel128,-13.54332,-3.4603183
514,ears_dataset_processed/val/p017/rainbow_02_slow_0_160000.wav,p017,val,male,36-45,white or caucasian,pdaf,neutral_mel128,5.8464274,-1.2753093
515,ears_dataset_processed/val/p017/sentences_02_slow_320000_480000.wav,p017,val,male,36-45,white or caucasian,pdaf,neutral_mel128,10.162379,7.2510257
516,ears_dataset_processed/val/p017/freeform_speech_02_1440000_1600000.wav,p017,val,male,36-45,white or caucasian,pdaf,neutral_mel128,14.658564,-0.0657207
517,ears_dataset_processed/val/p017/freeform_speech_04_1120000_1280000.wav,p017,val,male,36-45,white or caucasian,pdaf,neutral_mel128,8.972341,-7.386725
518,ears_dataset_processed/val/p017/rainbow_01_regular_0_160000.wav,p017,val,male,36-45,white or caucasian,pdaf,neutral_mel128,22.440346,0.3915438
519,ears_dataset_processed/val/p017/emo_sadness_freeform_0_160000.wav,p017,val,male,36-45,white or caucasian,pdaf,neutral_mel128,4.85572,-3.0596242
520,ears_dataset_processed/val/p017/emo_confusion_freeform_0_160000.wav,p017,val,male,36-45,white or caucasian,pdaf,neutral_mel128,-11.934379,3.4834797
521,ears_dataset_processed/val/p017/rainbow_07_fast_0_160000.wav,p017,val,male,36-45,white or caucasian,pdaf,neutral_mel128,4.4765534,-9.208659
522,ears_dataset_processed/val/p017/sentences_02_whisper_160000_320000.wav,p017,val,male,36-45,white or caucasian,pdaf,neutral_mel128,-0.17952332,1.5534648
523,ears_dataset_processed/val/p017/sentences_15_regular_0_160000.wav,p017,val,male,36-45,white or caucasian,pdaf,neutral_mel128,8.745705,-0.22747585
524,ears_dataset_processed/val/p017/sentences_18_regular_0_160000.wav,p017,val,male,36-45,white or caucasian,pdaf,neutral_mel128,13.0496435,-0.002114494
525,ears_dataset_processed/val/p017/sentences_13_lowpitch_160000_320000.wav,p017,val,male,36-45,white or caucasian,pdaf,neutral_mel128,7.8111434,-12.694124
526,ears_dataset_processed/val/p017/rainbow_01_slow_320000_480000.wav,p017,val,male,36-45,white or caucasian,pdaf,neutral_mel128,9.4155245,7.830115
527,ears_dataset_processed/val/p017/sentences_07_slow_160000_320000.wav,p017,val,male,36-45,white or caucasian,pdaf,neutral_mel128,10.147233,5.7528234
528,ears_dataset_processed/val/p017/freeform_speech_03_0_160000.wav,p017,val,male,36-45,white or caucasian,pdaf,neutral_mel128,24.449186,2.5570881
529,ears_dataset_processed/val/p017/rainbow_07_slow_160000_320000.wav,p017,val,male,36-45,white or caucasian,pdaf,neutral_mel128,15.012192,-0.797032
530,ears_dataset_processed/val/p017/rainbow_03_loud_0_160000.wav,p017,val,male,36-45,white or caucasian,pdaf,neutral_mel128,7.2476482,-14.900926
531,ears_dataset_processed/val/p017/sentences_02_slow_0_160000.wav,p017,val,male,36-45,white or caucasian,pdaf,neutral_mel128,3.2894375,7.7828345
532,ears_dataset_processed/val/p017/freeform_speech_01_2240000_2400000.wav,p017,val,male,36-45,white or caucasian,pdaf,neutral_mel128,9.577275,-2.755452
533,ears_dataset_processed/val/p017/freeform_speech_04_2400000_2560000.wav,p017,val,male,36-45,white or caucasian,pdaf,neutral_mel128,7.0984583,-0.64357597
534,ears_dataset_processed/val/p017/freeform_speech_04_1760000_1920000.wav,p017,val,male,36-45,white or caucasian,pdaf,neutral_mel128,21.19751,-14.315121
535,ears_dataset_processed/val/p017/freeform_speech_05_800000_960000.wav,p017,val,male,36-45,white or caucasian,pdaf,neutral_mel128,3.4523315,0.52151775
536,ears_dataset_processed/val/p017/freeform_speech_01_1760000_1920000.wav,p017,val,male,36-45,white or caucasian,pdaf,neutral_mel128,6.4287076,5.100495
537,ears_dataset_processed/val/p017/sentences_23_regular_0_160000.wav,p017,val,male,36-45,white or caucasian,pdaf,neutral_mel128,11.4442835,2.2344975
538,ears_dataset_processed/val/p017/rainbow_08_regular_160000_320000.wav,p017,val,male,36-45,white or caucasian,pdaf,neutral_mel128,18.875793,-3.9881117
539,ears_dataset_processed/val/p017/freeform_speech_06_800000_960000.wav,p017,val,male,36-45,white or caucasian,pdaf,neutral_mel128,13.252164,-10.264046
540,ears_dataset_processed/val/p017/emo_guilt_freeform_0_160000.wav,p017,val,male,36-45,white or caucasian,pdaf,neutral_mel128,13.387284,3.4524798
541,ears_dataset_processed/val/p017/freeform_speech_03_2720000_2880000.wav,p017,val,male,36-45,white or caucasian,pdaf,neutral_mel128,23.23386,3.6267188
542,ears_dataset_processed/val/p017/emo_distress_freeform_0_160000.wav,p017,val,male,36-45,white or caucasian,pdaf,neutral_mel128,13.738917,-9.907596
543,ears_dataset_processed/val/p017/sentences_01_regular_0_160000.wav,p017,val,male,36-45,white or caucasian,pdaf,neutral_mel128,2.1147783,-2.9854214
544,ears_dataset_processed/val/p017/freeform_speech_01_1120000_1280000.wav,p017,val,male,36-45,white or caucasian,pdaf,neutral_mel128,15.173588,-11.55143
545,ears_dataset_processed/val/p017/emo_sadness_sentences_0_160000.wav,p017,val,male,36-45,white or caucasian,pdaf,neutral_mel128,8.603782,0.76511204
546,ears_dataset_processed/val/p026/freeform_speech_02_1120000_1280000.wav,p026,val,female,46-55,white or caucasian,pdaf,neutral_mel128,18.861477,-0.52732253
547,ears_dataset_processed/val/p026/sentences_13_lowpitch_0_160000.wav,p026,val,female,46-55,white or caucasian,pdaf,neutral_mel128,-8.3653755,11.310676
548,ears_dataset_processed/val/p026/freeform_speech_06_2400000_2560000.wav,p026,val,female,46-55,white or caucasian,pdaf,neutral_mel128,9.930432,10.533783
549,ears_dataset_processed/val/p026/freeform_speech_06_480000_640000.wav,p026,val,female,46-55,white or caucasian,pdaf,neutral_mel128,2.4899135,7.75561
550,ears_dataset_processed/val/p026/rainbow_06_regular_0_160000.wav,p026,val,female,46-55,white or caucasian,pdaf,neutral_mel128,-7.5807824,11.096864
551,ears_dataset_processed/val/p026/freeform_speech_02_0_160000.wav,p026,val,female,46-55,white or caucasian,pdaf,neutral_mel128,4.256686,11.025196
552,ears_dataset_processed/val/p026/freeform_speech_02_1760000_1920000.wav,p026,val,female,46-55,white or caucasian,pdaf,neutral_mel128,10.790945,2.4061935
553,ears_dataset_processed/val/p026/freeform_speech_01_960000_1120000.wav,p026,val,female,46-55,white or caucasian,pdaf,neutral_mel128,5.542384,7.1445875
554,ears_dataset_processed/val/p026/freeform_speech_03_1760000_1920000.wav,p026,val,female,46-55,white or caucasian,pdaf,neutral_mel128,4.0459356,9.553781
555,ears_dataset_processed/val/p026/freeform_speech_04_640000_800000.wav,p026,val,female,46-55,white or caucasian,pdaf,neutral_mel128,12.1616,-2.431102
556,ears_dataset_processed/val/p026/freeform_speech_02_2560000_2720000.wav,p026,val,female,46-55,white or caucasian,pdaf,neutral_mel128,12.045058,6.5933266
557,ears_dataset_processed/val/p026/freeform_speech_03_960000_1120000.wav,p026,val,female,46-55,white or caucasian,pdaf,neutral_mel128,-2.982031,11.691608
558,ears_dataset_processed/val/p026/emo_extasy_freeform_0_160000.wav,p026,val,female,46-55,white or caucasian,pdaf,neutral_mel128,-0.3084747,7.035364
559,ears_dataset_processed/val/p026/freeform_speech_04_2560000_2720000.wav,p026,val,female,46-55,white or caucasian,pdaf,neutral_mel128,16.524698,5.8331785
560,ears_dataset_processed/val/p026/freeform_speech_06_960000_1120000.wav,p026,val,female,46-55,white or caucasian,pdaf,neutral_mel128,12.518747,-1.5873398
561,ears_dataset_processed/val/p026/emo_realization_sentences_0_160000.wav,p026,val,female,46-55,white or caucasian,pdaf,neutral_mel128,-3.8268473,13.079572
562,ears_dataset_processed/val/p026/emo_distress_sentences_0_160000.wav,p026,val,female,46-55,white or caucasian,pdaf,neutral_mel128,3.8143513,11.371778
563,ears_dataset_processed/val/p026/freeform_speech_02_800000_960000.wav,p026,val,female,46-55,white or caucasian,pdaf,neutral_mel128,7.516867,10.3247795
564,ears_dataset_processed/val/p026/rainbow_07_loud_0_160000.wav,p026,val,female,46-55,white or caucasian,pdaf,neutral_mel128,-0.7081147,16.74365
565,ears_dataset_processed/val/p026/sentences_08_slow_160000_320000.wav,p026,val,female,46-55,white or caucasian,pdaf,neutral_mel128,-4.1715198,7.4814267
566,ears_dataset_processed/val/p026/emo_anger_freeform_0_160000.wav,p026,val,female,46-55,white or caucasian,pdaf,neutral_mel128,-8.1357,10.817709
567,ears_dataset_processed/val/p026/rainbow_02_regular_0_160000.wav,p026,val,female,46-55,white or caucasian,pdaf,neutral_mel128,3.0981762,10.466687
568,ears_dataset_processed/val/p026/emo_embarassment_sentences_0_160000.wav,p026,val,female,46-55,white or caucasian,pdaf,neutral_mel128,-2.8308282,8.444782
569,ears_dataset_processed/val/p026/rainbow_07_whisper_0_160000.wav,p026,val,female,46-55,white or caucasian,pdaf,neutral_mel128,-6.60868,1.6109641
570,ears_dataset_processed/val/p026/sentences_22_regular_0_160000.wav,p026,val,female,46-55,white or caucasian,pdaf,neutral_mel128,9.425358,8.679186
571,ears_dataset_processed/val/p026/freeform_speech_02_1440000_1600000.wav,p026,val,female,46-55,white or caucasian,pdaf,neutral_mel128,3.9090412,6.7913
572,ears_dataset_processed/val/p026/freeform_speech_04_1120000_1280000.wav,p026,val,female,46-55,white or caucasian,pdaf,neutral_mel128,3.479102,12.510399
573,ears_dataset_processed/val/p026/rainbow_05_slow_160000_320000.wav,p026,val,female,46-55,white or caucasian,pdaf,neutral_mel128,0.12487841,9.007054
574,ears_dataset_processed/val/p026/freeform_speech_06_2240000_2400000.wav,p026,val,female,46-55,white or caucasian,pdaf,neutral_mel128,4.943323,2.6101491
575,ears_dataset_processed/val/p026/rainbow_01_regular_0_160000.wav,p026,val,female,46-55,white or caucasian,pdaf,neutral_mel128,8.711369,9.83099
576,ears_dataset_processed/val/p026/freeform_speech_06_320000_480000.wav,p026,val,female,46-55,white or caucasian,pdaf,neutral_mel128,10.903025,6.4564266
577,ears_dataset_processed/val/p026/emo_sadness_freeform_0_160000.wav,p026,val,female,46-55,white or caucasian,pdaf,neutral_mel128,-1.9419154,2.132309
578,ears_dataset_processed/val/p026/rainbow_06_fast_0_132384.wav,p026,val,female,46-55,white or caucasian,pdaf,neutral_mel128,5.96999,8.522966
579,ears_dataset_processed/val/p026/emo_neutral_freeform_0_160000.wav,p026,val,female,46-55,white or caucasian,pdaf,neutral_mel128,6.0601788,5.576941
580,ears_dataset_processed/val/p026/freeform_speech_06_1120000_1280000.wav,p026,val,female,46-55,white or caucasian,pdaf,neutral_mel128,5.2093697,2.314428
581,ears_dataset_processed/val/p026/freeform_speech_06_640000_800000.wav,p026,val,female,46-55,white or caucasian,pdaf,neutral_mel128,4.7475295,15.85622
582,ears_dataset_processed/val/p026/sentences_01_highpitch_0_160000.wav,p026,val,female,46-55,white or caucasian,pdaf,neutral_mel128,-8.920278,3.8841794
583,ears_dataset_processed/val/p026/freeform_speech_01_1600000_1760000.wav,p026,val,female,46-55,white or caucasian,pdaf,neutral_mel128,23.405039,2.694363
584,ears_dataset_processed/val/p026/sentences_07_slow_160000_320000.wav,p026,val,female,46-55,white or caucasian,pdaf,neutral_mel128,4.1203995,9.93782
585,ears_dataset_processed/val/p026/sentences_02_fast_0_158874.wav,p026,val,female,46-55,white or caucasian,pdaf,neutral_mel128,11.695253,10.372662
586,ears_dataset_processed/val/p026/emo_disgust_freeform_0_160000.wav,p026,val,female,46-55,white or caucasian,pdaf,neutral_mel128,5.506283,6.0166206
587,ears_dataset_processed/val/p026/emo_confusion_sentences_0_130206.wav,p026,val,female,46-55,white or caucasian,pdaf,neutral_mel128,-5.871397,1.8960495
588,ears_dataset_processed/val/p026/freeform_speech_04_2400000_2560000.wav,p026,val,female,46-55,white or caucasian,pdaf,neutral_mel128,11.978012,8.210306
589,ears_dataset_processed/val/p026/freeform_speech_05_800000_960000.wav,p026,val,female,46-55,white or caucasian,pdaf,neutral_mel128,7.3109007,10.241226
590,ears_dataset_processed/val/p026/sentences_01_lowpitch_0_160000.wav,p026,val,female,46-55,white or caucasian,pdaf,neutral_mel128,-2.9841816,10.115038
591,ears_dataset_processed/val/p026/sentences_09_fast_0_140048.wav,p026,val,female,46-55,white or caucasian,pdaf,neutral_mel128,-4.176008,12.792115
592,ears_dataset_processed/val/p026/rainbow_07_lowpitch_0_160000.wav,p026,val,female,46-55,white or caucasian,pdaf,neutral_mel128,12.992824,9.744472
593,ears_dataset_processed/val/p026/rainbow_04_whisper_0_160000.wav,p026,val,female,46-55,white or caucasian,pdaf,neutral_mel128,-0.20063081,0.77526855
594,ears_dataset_processed/val/p026/sentences_01_loud_0_160000.wav,p026,val,female,46-55,white or caucasian,pdaf,neutral_mel128,-2.018838,10.017226
595,ears_dataset_processed/val/p026/freeform_speech_01_2560000_2720000.wav,p026,val,female,46-55,white or caucasian,pdaf,neutral_mel128,-2.8191466,3.4928372
596,ears_dataset_processed/val/p026/sentences_01_regular_0_160000.wav,p026,val,female,46-55,white or caucasian,pdaf,neutral_mel128,-7.4269276,10.693512
597,ears_dataset_processed/val/p026/emo_guilt_sentences_0_140078.wav,p026,val,female,46-55,white or caucasian,pdaf,neutral_mel128,2.6116254,12.796894
598,ears_dataset_processed/val/p026/rainbow_07_slow_320000_480000.wav,p026,val,female,46-55,white or caucasian,pdaf,neutral_mel128,12.448344,-6.403945
599,ears_dataset_processed/val/p026/emo_sadness_sentences_0_160000.wav,p026,val,female,46-55,white or caucasian,pdaf,neutral_mel128,7.683559,4.32948
600,ears_dataset_processed/val/p026/rainbow_06_lowpitch_0_160000.wav,p026,val,female,46-55,white or caucasian,pdaf,neutral_mel128,6.7661,8.499678
601,ears_dataset_processed/val/p026/freeform_speech_03_640000_800000.wav,p026,val,female,46-55,white or caucasian,pdaf,neutral_mel128,8.405603,6.3318677
602,ears_dataset_processed/val/p051/sentences_10_fast_0_160000.wav,p051,val,female,46-55,white or caucasian,pdaf,neutral_mel128,-0.8710221,9.169891
603,ears_dataset_processed/val/p051/freeform_speech_02_1120000_1280000.wav,p051,val,female,46-55,white or caucasian,pdaf,neutral_mel128,4.2547226,-2.2382042
604,ears_dataset_processed/val/p051/sentences_13_lowpitch_0_160000.wav,p051,val,female,46-55,white or caucasian,pdaf,neutral_mel128,-13.792997,7.498269
605,ears_dataset_processed/val/p051/rainbow_08_fast_0_160000.wav,p051,val,female,46-55,white or caucasian,pdaf,neutral_mel128,0.623572,1.4041845
606,ears_dataset_processed/val/p051/emo_guilt_sentences_0_160000.wav,p051,val,female,46-55,white or caucasian,pdaf,neutral_mel128,-4.289718,9.997741
607,ears_dataset_processed/val/p051/sentences_14_lowpitch_160000_320000.wav,p051,val,female,46-55,white or caucasian,pdaf,neutral_mel128,-4.5351605,4.328675
608,ears_dataset_processed/val/p051/freeform_speech_02_1760000_1920000.wav,p051,val,female,46-55,white or caucasian,pdaf,neutral_mel128,-3.2253048,3.5306313
609,ears_dataset_processed/val/p051/rainbow_08_slow_0_160000.wav,p051,val,female,46-55,white or caucasian,pdaf,neutral_mel128,-6.8490167,15.271503
610,ears_dataset_processed/val/p051/emo_amusement_sentences_0_160000.wav,p051,val,female,46-55,white or caucasian,pdaf,neutral_mel128,2.9877827,10.825491
611,ears_dataset_processed/val/p051/freeform_speech_02_2560000_2720000.wav,p051,val,female,46-55,white or caucasian,pdaf,neutral_mel128,4.668664,0.2509636
612,ears_dataset_processed/val/p051/freeform_speech_06_1600000_1760000.wav,p051,val,female,46-55,white or caucasian,pdaf,neutral_mel128,9.377829,-0.5504252
613,ears_dataset_processed/val/p051/freeform_speech_04_1600000_1760000.wav,p051,val,female,46-55,white or caucasian,pdaf,neutral_mel128,10.500907,5.092252
614,ears_dataset_processed/val/p051/freeform_speech_06_2720000_2880000.wav,p051,val,female,46-55,white or caucasian,pdaf,neutral_mel128,0.8437808,4.101436
615,ears_dataset_processed/val/p051/sentences_02_slow_160000_320000.wav,p051,val,female,46-55,white or caucasian,pdaf,neutral_mel128,-9.102095,2.5963726
616,ears_dataset_processed/val/p051/emo_extasy_freeform_0_160000.wav,p051,val,female,46-55,white or caucasian,pdaf,neutral_mel128,-8.960608,4.2184668
617,ears_dataset_processed/val/p051/rainbow_02_slow_160000_320000.wav,p051,val,female,46-55,white or caucasian,pdaf,neutral_mel128,-1.3520356,3.055043
618,ears_dataset_processed/val/p051/freeform_speech_04_2560000_2720000.wav,p051,val,female,46-55,white or caucasian,pdaf,neutral_mel128,15.092795,-3.427138
619,ears_dataset_processed/val/p051/rainbow_02_highpitch_0_160000.wav,p051,val,female,46-55,white or caucasian,pdaf,neutral_mel128,2.2073205,8.288526
620,ears_dataset_processed/val/p051/freeform_speech_06_960000_1120000.wav,p051,val,female,46-55,white or caucasian,pdaf,neutral_mel128,0.7903357,9.247893
621,ears_dataset_processed/val/p051/emo_realization_sentences_0_160000.wav,p051,val,female,46-55,white or caucasian,pdaf,neutral_mel128,-2.9340985,14.208184
622,ears_dataset_processed/val/p051/emo_embarassment_freeform_0_160000.wav,p051,val,female,46-55,white or caucasian,pdaf,neutral_mel128,-7.214066,5.3844438
623,ears_dataset_processed/val/p051/freeform_speech_03_1600000_1760000.wav,p051,val,female,46-55,white or caucasian,pdaf,neutral_mel128,12.06062,5.7412086
624,ears_dataset_processed/val/p051/freeform_speech_05_1760000_1920000.wav,p051,val,female,46-55,white or caucasian,pdaf,neutral_mel128,1.7316841,2.820961
625,ears_dataset_processed/val/p051/rainbow_04_highpitch_0_160000.wav,p051,val,female,46-55,white or caucasian,pdaf,neutral_mel128,-7.751609,11.874488
626,ears_dataset_processed/val/p051/rainbow_04_slow_160000_320000.wav,p051,val,female,46-55,white or caucasian,pdaf,neutral_mel128,11.378835,1.3203356
627,ears_dataset_processed/val/p051/rainbow_07_loud_0_160000.wav,p051,val,female,46-55,white or caucasian,pdaf,neutral_mel128,-0.71204776,7.024164
628,ears_dataset_processed/val/p051/rainbow_03_slow_0_160000.wav,p051,val,female,46-55,white or caucasian,pdaf,neutral_mel128,-13.352719,4.3449187
629,ears_dataset_processed/val/p051/emo_anger_freeform_0_160000.wav,p051,val,female,46-55,white or caucasian,pdaf,neutral_mel128,-0.25409076,6.712054
630,ears_dataset_processed/val/p051/rainbow_06_slow_0_160000.wav,p051,val,female,46-55,white or caucasian,pdaf,neutral_mel128,-7.250605,7.698095
